date,house,debateType,debate_uri,xml_uri
2016-12-21,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2016-12-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2016-12-21/debate/mul@/main.xml
2016-12-20,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform_and_taoiseach/2016-12-20/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform_and_taoiseach/2016-12-20/debate/mul@/main.xml
2016-12-20,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2016-12-20/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2016-12-20/debate/mul@/main.xml
2016-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2016-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2016-12-16/debate/mul@/main.xml
2016-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_education_and_skills/2016-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_education_and_skills/2016-12-15/debate/mul@/main.xml
2016-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_the_implementation_of_the_good_friday_agreement/2016-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_the_implementation_of_the_good_friday_agreement/2016-12-15/debate/mul@/main.xml
2016-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_jobs_enterprise_and_innovation/2016-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_jobs_enterprise_and_innovation/2016-12-15/debate/mul@/main.xml
2016-12-15,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2016-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2016-12-15/debate/mul@/main.xml
2016-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_arts_heritage_regional_rural_and_gaeltacht_affairs/2016-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_arts_heritage_regional_rural_and_gaeltacht_affairs/2016-12-15/debate/mul@/main.xml
2016-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_social_protection/2016-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_social_protection/2016-12-15/debate/mul@/main.xml
2016-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2016-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2016-12-15/debate/mul@/main.xml
2016-12-14,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2016-12-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2016-12-14/debate/mul@/main.xml
2016-12-14,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health/2016-12-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health/2016-12-14/debate/mul@/main.xml
2016-12-14,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_justice_and_equality/2016-12-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_justice_and_equality/2016-12-14/debate/mul@/main.xml
2016-12-14,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2016-12-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2016-12-14/debate/mul@/main.xml
