date,house,debateType,debate_uri,xml_uri
2021-12-17,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2021-12-17/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2021-12-17/debate/mul@/main.xml
2021-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_disability_matters/2021-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_disability_matters/2021-12-16/debate/mul@/main.xml
2021-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_the_implementation_of_the_good_friday_agreement/2021-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_the_implementation_of_the_good_friday_agreement/2021-12-16/debate/mul@/main.xml
2021-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform_and_taoiseach/2021-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform_and_taoiseach/2021-12-16/debate/mul@/main.xml
2021-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2021-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2021-12-16/debate/mul@/main.xml
2021-12-16,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2021-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2021-12-16/debate/mul@/main.xml
2021-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2021-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2021-12-16/debate/mul@/main.xml
2021-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health/2021-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health/2021-12-15/debate/mul@/main.xml
2021-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_european_union_affairs/2021-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_european_union_affairs/2021-12-15/debate/mul@/main.xml
2021-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform_and_taoiseach/2021-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform_and_taoiseach/2021-12-15/debate/mul@/main.xml
2021-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_tourism_culture_arts_sport_and_media/2021-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_tourism_culture_arts_sport_and_media/2021-12-15/debate/mul@/main.xml
2021-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_enterprise_trade_and_employment/2021-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_enterprise_trade_and_employment/2021-12-15/debate/mul@/main.xml
2021-12-15,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2021-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2021-12-15/debate/mul@/main.xml
2021-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2021-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2021-12-15/debate/mul@/main.xml
2021-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_agriculture_food_and_the_marine/2021-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_agriculture_food_and_the_marine/2021-12-15/debate/mul@/main.xml
2021-12-14,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_housing_local_government_and_heritage/2021-12-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_housing_local_government_and_heritage/2021-12-14/debate/mul@/main.xml
