date,house,debate_uri,speech_number,speaker,member_name,text
2014-12-16,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2014-12-16/debate/main,220,Deputy Gerry Adams,Deputy Gerry Adams,"deputy gerry adams
          i refer to the terms of reference of the commission of investigation into the mother and baby homes. i understand from our spokesperson that the minister for justice and equality is bringing them to completion, but she said in june that it was expected that they would be before the house prior to the summer recess. that did not happen. we need an opportunity to debate these serious issues. will the terms of reference include county homes, the westbank orphanage, some of the protestant institutions and the magdalen laundries? there is an indication that others will be appointed to the commission. when can we expect to know who they might be?
           the same sex marriage and presidential election referendums deal with important issues relating to fundamental human rights, on which the constitutional convention took a progressive stance. the minister of state with responsibility for the diaspora is reported as having told an irish-american audience that the date for the referendums would be set before christmas. when will the referendum on same sex marriage be held? when will the referendum to lower the age to vote in and extend voting rights to presidential elections be held?"
2014-12-16,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2014-12-16/debate/main,221,The Taoiseach,The Taoiseach,"the taoiseach
          in respect of statements on northern ireland, i do not know whether deputy micheál martin is talking about after the christmas break, but i do not have an objection to this. i will also see whether we can do something about having a common condemnation of the taliban's wanton murder of children.
           the climate change bill will be taken in the first week following the resumption of the dáil.
           i expect the debate on the water services bill to conclude in the dáil and the seanad before christmas and hope we can agree on dealing with it.
           the terms of reference of the mother and baby homes commission of investigation will be brought to the cabinet at the first meeting after christmas. they will be debated in the house.
           in respect of the referendums, the government made two decisions this morning to hold a referendum on the proposal put by the constitutional convention on the reduction of the eligibility of age to vote in presidential elections and to give authorisation to the minister for justice and equality to draft the marriage equality bill to hold a referendum on the issue. both referendums will be held on the one day in may 2015, but the government did not decide on a final date. the minister will come back to the government when she has finalised her proposals in respect of the marriage equality question. the government has to set up a referendum commission and so on in dealing with these matters."
2014-12-16,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2014-12-16/debate/main,464,Deputy Ruth Coppinger,Deputy Ruth Coppinger,"deputy ruth coppinger
          the british pregnancy advisory service released figures estimating that one in three women will have an abortion in their lifetime. it is regrettable to see no women politicians on the other side of the house. let us suppose this figure is true. i call on the minister to think of the number of male government politicians whose wives, partners, daughters, sisters, aunts and even mistresses have had abortions through travelling abroad safely over the course of the lifetime of ireland's abortion ban. the figure must be sizeable. of course we are glad those women had the ability to travel, but they should not have had to travel. they should have been able to have it in this country. it is a sickening hypocrisy that these same politicians continue to stand over ireland's medieval abortion ban, especially when migrant, poor and sick women are being denied the right to have an abortion.
           a total of 26 migrant women went for counselling to the irish family planning association in the past year and sought abortions, but they were denied the right to them. five were forced to continue their pregnancies against their wishes. there is only one term for that, that is, barbaric. it is barbaric to force a woman to carry a pregnancy that she really does not want, not to mention the impact it will have on those children as well.
           is there any shame or embarrassment in this government about this situation? poor women, people with disabilities, victims of domestic violence and women in state care are being denied abortions in this country. the government likes to market ireland as a modern country and a great place to do business and so on. however, the following countries have more liberal abortion laws than ireland: ethiopia, nigeria, tunisia, zambia and south africa, which, by the way, when it liberalised abortion, halved the number of deaths associated with abortion. even burkina faso, the poorest country on the planet, allows abortion where a woman's life or health is at risk as well as in cases of rape or incest.
          in india and pakistan, a country that everyone believes is very backward, and even in saudi arabia, where women cannot drive cars, women are allowed to have abortions when their health is at risk. that is where the government is placing ireland with its continuing hypocrisy and the maintenance of the ban on abortion.
           while there are very pressing issues in this country facing ordinary people, including working-class people, such as the housing crisis, water charges and the ongoing austerity onslaught people have faced in the past six years, the continuing existence of the eighth amendment is equally pressing for women in this country. in the past two weeks alone in my constituency and that of the minister, i have been approached by women in absolute desperation. they are women who have children already but who just cannot afford to have any more. therefore, there are many working-class women who must find €1,500 to try to travel to britain or elsewhere to avail of an abortion. they cannot wait any longer for the eighth amendment to be repealed. some 160,000 of them have had to travel.
           on the last day of the dáil session in july, the tánaiste, deputy joan burton, said the government would not revisit this issue and that the people have spoken. what people have spoken? nobody from this generation spoke on this issue. this generation never got a say on the matter. the tánaiste stood against the eighth amendment in 1983 but she is choosing to ignore it 31 years later. she built her reputation on women's rights.
           the minister, deputy varadkar, said today he knows the law will not be the same in 20 years. what is he saying, therefore? is he saying women should sit tight and wait until he finds an opportune moment to allow them to avail of what is a human right? they cannot wait 20 years, another generation, for the minister to do what he knows is right.
           when the minister last spoke on this matter, he said we should not bring the catholic church into this. it is only the catholic church that argued and lobbied for this amendment in 1983. no other church argued for it. it is a sectarian amendment in that respect. now the catholic church does not have the hold it had in 1983 but the minister is continuing to give it inordinate power through its control of health and education. the mantra from the government is that it will not revisit this issue as there is no appetite for it but there is actually an appetite. successive polls have shown a majority of people favour a repeal of the eighth amendment in the lifetime of this government. only 10% opposed abortion in any circumstances in the last significant poll that was carried out. the government is legislating for the 10%. i ask the minister to recognise that the politicians in here are way behind ordinary people. i have noted that at the rosa stalls when talking to people. they are eager to bring this country into a progressive place, break the stranglehold of the catholic church and send a message to that effect.
           i ask the minister to note the trend in spain, where a conservative government similar to that of the minister's party, fine gael, tried to withdraw freedoms that women had in terms of the abortion laws but it had to backtrack spectacularly. in 20 cities, ordinary people came out onto the streets to demand maintenance of the liberal abortion law in spain.
           it is very disappointing that the labour party is not here tonight. i ask the party whether it will continue to support the legacy of a catholic church-influenced state, the kind of state that led to the magdalen laundries, the mother-and-baby homes, symphysiotomy, the controlling of women's bodies and the denial of their health care and rights. i call on the labour party to support this bill and the repeal of the eighth amendment, and to hold a referendum at the time it should be held, that is, with the other referendums in may, as announced today. how could a decrease in the presidential voting age be more important than this issue? it is absolutely an insult to women to bring people out to vote on a range of issues and not put this to the people also.
           consider the news that 26 migrant women were effectively incarcerated in this country and denied a right to abortion. i call on the agencies that are counselling and advising these women and others not to be put in the invidious position of seeing these women suffer in the way ms y did. i ask them to give these poor women the information they need. they should give them the information that women on web is a resource available to them and that they can access safe abortion pills – pills just like those i have to hand, mifipristone and misoprostol, which induce miscarriages safely and which are used all over the world but not allowed to be used here. why did that girl have to suffer? she could have been directed to use these pills, which are available through women on web for €90, a fraction of the cost of an abortion. these are on the list of who essential medicines. they are very safe and there is no reason they should not be available. i ask the government to make them available and to hold a referendum to repeal the eighth amendment. there should be no more hypocrisy and no more denial. the minister said himself that the law will be gone in 20 years. we should not wait 20 years; the government should do something right for a change."
2014-12-09,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2014-12-09/debate/main,220,Deputy Mary Lou McDonald,Deputy Mary Lou McDonald,"deputy mary lou mcdonald
          despite the taoiseach's best efforts today, his language is jaded. so is his government. the one point of clarification that has emerged is that all is well with him and the tánaiste. i can only anticipate the sigh of relief across the country that they are playing happy families and having robust debates while none the less coming out on the same side of every argument. if backslapping was an olympic sport, the taoiseach and the tánaiste would undoubtedly be gold medalists. i dare say that their front bench would take silver and bronze, too.
           the taoiseach clings to empty, meaningless refrains, asserting his commitment to fairness, social recovery and a social dividend. who exactly does he think he is fooling? the government's demonstrable track record is one of deepening inequality. this means children living in poverty and sleeping in bed and breakfasts, hotels and hostels. it means people sleeping on the streets.
          it means families living in poverty. it means vast numbers of people struggling just to get by, worrying night after night about their basic household bills. that is the collective achievement of ministers opposite. if this is what they call success, i only hope we never witness what they might regard as failure. i note that the minister, deputy howlin, in confessing to having made some mistakes, vows that the government will go and make some more. i have no doubt that will send a chill down many people's spines.
           the taoiseach harked back to 2011 in his opening remarks, recalling a time when people were ""dazed"" and ""horrified"". it might interest him to know that people remain dazed - dazed by his relentless austerity, dazed by his detachment from the real lives and struggles of ordinary people. the public also remains horrified - horrified, above all, at the prospect of another year or more of this government. the people want the taoiseach and his ministers to go, and they would like them to do so quickly and with some grace. however, the people are also prepared to face down the taoiseach and his government. the people are defiant and they have had their fill of ministers' soundbites, negativity and misinformation. tomorrow, members opposite will see, at the gates of this building, the latest manifestation of that defiance. in order to prevent panic among the ranks of government, i assure the taoiseach, on the people's behalf, that this is not a stunt designed to distract attention from other pressing matters. tomorrow will be a day of reckoning when the people's demand for the abolition of domestic water charges will ring across this city. tomorrow, the people's demand for water as a human right will echo across dublin and beyond. will the taoiseach and tánaiste listen to that message? will they hear the people's simple messages or will they consider their demand to be ill conceived, as ill conceived as this motion which proclaims this administration's competence to govern?
           the minister, deputy howlin, always strikes a very lofty tone when he talks about reform. however, what is notable in the response from the government is the almost hysterical reaction when it is challenged and called to account. the tánaiste congratulated herself and the taoiseach earlier on their fight against unemployment. both she and the taoiseach placed inflated figures regarding job creation on the record. the fact is, as the taoiseach knows, that for every job created by this government, five people have emigrated. the number of young people in employment is 15,500 lower than it was in 2011. we have the highest rate of low-paid jobs in the oecd. we have the third highest rate of underemployment across the eu 28. how is that for toytown economics, to use the phrase of the minister, deputy frances fitzgerald? for people who live in the real world, these facts are the evidence of poor economic policy, poor economic planning and poor economic delivery.
           the taoiseach's soundbites regarding ireland's ""cold and heartless past"" and his claim to have dealt with past injustices inflicted by the state on the watch of his party and others do not tally with the reality. he mentioned the women of the magdalen laundries. the truth is that the mcaleese initiative and report was a whitewash. the united nations has recognised that. the truth is that the penny-pinching ex gratia scheme the government has offered to these women is utterly miserly. the truth is that the similar ex gratia scheme afforded to survivors of symphisiotomy demonstrates again a disregard in real terms for the experiences and trauma of the women affected. needless to say, this government's treatment of louise o'keeffe and her pursuit of justice laid bare its attitude towards dealing with victims.
           i have been and remain a champion for all those who have suffered these types of injustices, every single last one of them. i have made that repeatedly clear on the record of the house, but the government does not want to hear it. it is more convenient for ministers opposite to attack sinn féin and, in a very personal way, to attack me. if that is the route they choose, it is of course their choice. however, it will not deter me or my colleagues from doing the right thing. when it comes to dealing with victims of mother and baby homes, county homes, orphanages and children's homes - catholic, protestant and state-run - we will be holding the government to account to provide a fully inclusive scheme to bring truth and justice to those people.
           the central catch-cry for this government was a democratic revolution and the notion of political reform. i have not seen any real evidence of that. the instinct of the government remains one of absolute conservatism. when challenged, members of the government close ranks. in fact, it is nearly regarded by them as something of an insult or presumption should somebody on this side of the house challenge the government on the way politics operates and who are the political insiders as against the political outsiders. that is very revealing and it has been revealed again in the course of this debate. the taoiseach's colleagues in government have been hysterical in their attempts to defend him and his administration. they demonstrate not just sensitivity but hyper-sensitivity to any form of criticism. above all, they utterly discount any notion that there is an alternative to this government. indeed, that is really their problem with sinn féin and with people in the independent ranks. they do not like the fact that a coherent alternative to their failed government is now emerging.
           i have no doubt that in the run-in to the election, ministers will move heaven and earth, do and say anything to convince the people that as bad as they are, they are as good as it gets. let me tell them that is not the case. let me tell them that the people, in increasing numbers, are on to them and their scare tactics. they talk about ""sinister fringes"" when referring to decent citizens who come out and stand up for themselves and their families. the taoiseach should call it a day now. he would be doing everybody a favour of he did. if he shares the commitment to democracy about which the minister, deputy howlin, waxed lyrical a few moments ago, let him test that democratic principle. let him go to the people and show he trusts their judgment and their capacity to make the right decisions for themselves, their families and their communities. the taoiseach and his colleagues referred to the instability a political alternative might represent. the only instability that bothers any of them is the possibility that they might be removed from their cushy jobs. that is another fact which is clear for people to see."
2014-12-09,dail,https://data.oireachtas.ie/akn/ie/debateRecord/select_sub_committee_on_children_and_youth_affairs/2014-12-09/debate/main,2,Minister for Children and Youth Affairs (Deputy James Reilly),Minister for Children and Youth Affairs (Deputy James Reilly),"minister for children and youth affairs (deputy james reilly)
          i welcome the opportunity to appear before the select sub-committee to outline particulars relating to the supplementary estimate for 2014 under vote 40, the department of children and youth affairs.  the committee will be aware that the supplementary estimate is for the sum of €1,000.  it is purely of a technical nature, to allow for the creation of a new subhead in my department's vote for the commission of investigation into matters relating to mother and baby homes.  costs associated with the commission constitute a new service, and the supplementary estimate will allow for expenditure to be incurred on the vote from the beginning of january 2015.
            i would like to take this opportunity to update the house and the committee on the current position regarding the commission of investigation.  the government has undertaken to establish a statutory commission of investigation into matters relating to mother and baby homes in accordance with the motion passed by dáil éireann on 11 june 2014.  considerable progress has been achieved since this date, including the publication of the interdepartmental group's report on the announcement that judge yvonne murphy will chair the commission and an inclusive consultation process with stakeholders.
            the establishment of this statutory investigation is an urgent and major undertaking.  the scale and sensitivity of the specific concerns relating to mother and baby homes, as evidenced in the interdepartmental report and submissions received, has necessitated a detailed examination of these complex matters.  although the requirement to provide the commission with appropriate terms of reference may be generally accepted, the task of achieving the necessary precision in this regard should not be underestimated.  it is important that this inquiry be established in a manner that allows it to fulfil its remit in a timely fashion.  the committee will be aware that previous inquiries and commissions generated a great deal of expense and took much longer than anticipated to arrive at a conclusion than either those concerned or the oireachtas would have wished.  in this regard, i am especially sensitive to the age profile of many of those involved with this process.  we need to learn from past experiences and ensure that we get this process right from the start.
            i would like to take a moment to reflect on the current position on establishing the inquiry.  the interdepartmental group on mother and baby homes met again recently to consider a number of specific issues which have emerged in recent engagements with advocacy groups and the political parties.  indeed, i would like to thank some of the members who are present here - deputies sandra mclellan and robert troy, among others - for their engagement.  following this meeting, i am confident that we are now approaching the conclusion of the current deliberative process.  while i am not in a position today to advise the committee on specific details, i can say that, following discussions with colleagues across the government, we are now close to finalising the terms of reference.  as i advised the joint committee previously, some of the issues being raised with me directly and in public debate may extend beyond the central focus of mother and baby homes contained in the motion which was debated in the dáil.  i wish to make it clear that i intend to be as inclusive as possible, and the challenge is to determine a methodology for doing so in a timely and cost-effective way.  i am confident that we can establish an effective inquiry which has the support of those most centrally involved.  my priority remains the establishment of a commission that can deliver on public expectations in a realistic manner by providing a full account of what happened in these homes.  
            with regard to the timeline for completion of this work, assuming the current good progress continues, it is my intention to circulate a draft memorandum for the government before christmas.  this timescale is dependent on the finalisation of a number of key factors, including the conclusion of discussions with the department of public expenditure and reform on funding and final review by the attorney general.  in parallel with this work, my department is continuing to work very closely with judge murphy to advance the operational arrangements so that we can have an effective commission established and operational as quickly as possible following consideration of the government's proposals by the oireachtas.
            under the provisions of section 5(2) of the commission of investigations act 2004, a minister seeking approval to establish a commission of investigation is required to prepare an estimate of the cost to be incurred by the commission.  this estimate is being prepared for consideration by government in tandem with decisions necessary to finalise the terms of reference and formally establish the commission.  i have signalled to government and the oireachtas the requirement for significant additional resources to support this investigation.  direct financial and staffing resources will be required within the commission.  my department will also require additional staffing resources to meet the demands attaching to support and oversight of the commission.  in addition, the ongoing process of examining arrangements for access to adoption information will identify the cost implications of proposed operational reforms in this area.  given the potential scale of this investigation, a number of other key departments with relevant legislative and operational responsibilities have indicated that the increased administrative demands associated with co-operation with this commission may also require a dedicated resource in their respective departments.  any such requirements will be advanced separately by the relevant ministers.
            as i mentioned at the outset, the establishment of the commission will constitute a new service in my department's vote.  a new subhead will therefore be required to meet associated costs.  establishing the subhead now with a notional sum of €1,000 will facilitate the early commencement of investigations in 2015, something i know we are all very keen to see achieved.  in conclusion, i seek the select sub-committee's approval of the supplementary estimate for vote 40."
2014-12-09,dail,https://data.oireachtas.ie/akn/ie/debateRecord/select_sub_committee_on_children_and_youth_affairs/2014-12-09/debate/main,3,Deputy Robert Troy,Deputy Robert Troy,"deputy robert troy
          i welcome the minister and his officials.  i fully appreciate that we are talking in particular about the supplementary estimate regarding the establishment of the commission of investigation into the institutions that were commonly known as mother and baby homes.  however, if the chairman will allow me - i think he did say that, while we may not call for an increase in anything, we may make reference to the actual estimates for the department - i would like to use this opportunity to ask about estimates.  we saw the new child and family agency go over budget this year, so we are going into next year with a deficit-----"
2014-12-09,dail,https://data.oireachtas.ie/akn/ie/debateRecord/select_sub_committee_on_children_and_youth_affairs/2014-12-09/debate/main,9,Deputy Robert Troy,Deputy Robert Troy,"deputy robert troy
          as the chairman knows, that is not the way i have conducted myself since i came onto this committee.  i do not engage in theatrical-style stunts.
          the subhead is welcome because it enables the commencement of the commission of investigation into institutions commonly known as mother and baby homes. i have spoken to survivors who spent time in these institutions and know that they do not like these facilities being termed ""mother and baby homes"" because there was nothing homely about their ambience and their experience of living in them - they were very far from being homely. collectively, as political representatives, we should take on board the fact that the survivors do not find the term ""mother and baby homes"" appropriate owing to what went on in them. it is important that the investigation is moving forward.
           i will respond to some of the points made by the minister. he talked about an inclusive consultation process with the stakeholders, a matter i raised with him when we met a number of weeks ago. i have met a number of other groups, the members of which believe the consultation process has not been very inclusive. the minister has met them only once and they believe, although he has met them, he has not listened to them. as we are facilitating the discussion of the supplementary estimate today, i ask the minister to, please-----"
2014-12-09,dail,https://data.oireachtas.ie/akn/ie/debateRecord/select_sub_committee_on_children_and_youth_affairs/2014-12-09/debate/main,15,Deputy Robert Troy,Deputy Robert Troy,"deputy robert troy
          it is important that the inquiry be inclusive.  it is also important that the stakeholders - the women who lived in thee institutions and the survivors - have their voices heard.  it is important that the inquiry be issue based.  we are not talking only about a set number of institutions commonly known as mother and baby homes.  the malnutrition, abuse, neglect, forced adoptions, illegal adoptions and high mortality rates also happened in many other institutions in which the state and religious entities were involved.  therefore, we need to get the inquiry right.  the minister came here to seek our support for this subhead and the supplementary estimates and he has it.  however, i ask him to, please, ensure he sets out terms of reference for an inclusive inquiry which will ensure he will have cross-party support.  he has mentioned that he hopes the draft terms of references will be published prior to christmas.  will there be an opportunity, either on the floor of the dáil or at committee level, to discuss them?  will there be an opportunity for all political parties to feed into them?  will there be an opportunity for interested groups - the stakeholders - to feed into them before the final terms of reference are published?"
2014-12-09,dail,https://data.oireachtas.ie/akn/ie/debateRecord/select_sub_committee_on_children_and_youth_affairs/2014-12-09/debate/main,20,Deputy James Reilly,Deputy James Reilly,"deputy james reilly
          in response to deputy catherine byrne's point, it is critically important that we learn from mistakes of the past.  the only way we will do that is by having a good, long, hard look at what happened to so many people in the past which was so hurtful.  in response to deputy troy's points, this is a supplementary estimate and has nothing to do with budget 2015.  he argued that many people do not like the term ""mother and baby home"" but i have met a range of groups, none of which made that point to me.  i might also point out that deputy troy said that we are not listening but i met with all of the groups involved and made a point of doing so.  almost all of them also met my predecessor.  i believe that we have listened.  it might be pre-judging the terms of reference to argue that people still have issues or feel that we have not heard what they have to say.  all submissions have been read but the government has not made a final decision on the terms of reference yet.
            this is time-sensitive and we want to get this done in a timely fashion.  we certainly cannot afford to be repeating the investigations carried out by the child abuse commission.  on the question of timing, a draft order will be discussed in the oireachtas after it has been approved by government.  other matters will be dealt with on foot of the decision of cabinet, which i cannot pre-empt.  i thank everyone for their forbearance and co-operation.  we are all keen to deal with these matters as quickly as possible and to ensure that the commission can do its work in an unfettered fashion so that it can answer the questions people have asked.  we are very conscious of the age profile of many of those concerned."
2014-12-03,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2014-12-03/debate/main,168,Deputy Mary Lou McDonald,Deputy Mary Lou McDonald,"deputy mary lou mcdonald
          when can we expect to see the terms of reference for the commission of investigation into mother and baby homes and other institutions?"
