date,house,debateType,debate_uri,xml_uri
2020-12-18,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2020-12-18/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2020-12-18/debate/mul@/main.xml
2020-12-17,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2020-12-17/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2020-12-17/debate/mul@/main.xml
2020-12-17,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2020-12-17/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2020-12-17/debate/mul@/main.xml
2020-12-17,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_sub_committee_on_mental_health/2020-12-17/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_sub_committee_on_mental_health/2020-12-17/debate/mul@/main.xml
2020-12-17,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_education_further_and_higher_education_research_innovation_and_science/2020-12-17/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_education_further_and_higher_education_research_innovation_and_science/2020-12-17/debate/mul@/main.xml
2020-12-17,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_foreign_affairs_and_defence/2020-12-17/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_foreign_affairs_and_defence/2020-12-17/debate/mul@/main.xml
2020-12-17,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_agriculture_and_the_marine/2020-12-17/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_agriculture_and_the_marine/2020-12-17/debate/mul@/main.xml
2020-12-17,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2020-12-17/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2020-12-17/debate/mul@/main.xml
2020-12-16,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_enterprise_trade_and_employment/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_enterprise_trade_and_employment/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform_and_taoiseach/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform_and_taoiseach/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_social_protection_community_and_rural_development_and_the_islands/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_social_protection_community_and_rural_development_and_the_islands/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_transport_and_communications_networks/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_transport_and_communications_networks/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_media_tourism_arts_culture_sport_and_the_gaeltacht/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_media_tourism_arts_culture_sport_and_the_gaeltacht/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_european_union_affairs/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_european_union_affairs/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad_special_committee_on_the_withdrawal_of_the_united_kingdom_from_the_european_union/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad_special_committee_on_the_withdrawal_of_the_united_kingdom_from_the_european_union/2020-12-16/debate/mul@/main.xml
2020-12-16,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2020-12-16/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2020-12-16/debate/mul@/main.xml
2020-12-15,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2020-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2020-12-15/debate/mul@/main.xml
2020-12-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_climate_action/2020-12-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_climate_action/2020-12-15/debate/mul@/main.xml
