date,house,debate_uri,speech_number,speaker,member_name,text
2013-12-17,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-17/debate/main,47,Deputy Frances Fitzgerald,Deputy Frances Fitzgerald,"deputy frances fitzgerald
            the issues raised by the deputy are a matter of concern to me. i note the apology offered by the australian prime minister earlier this year which relates, as i understand, to historical government policies operated in that jurisdiction.
             in ireland, the adoption act 1952 provided a legal basis for adoption in ireland and for the establishment of the adoption board. this brought order to what had been the system of ad hoc arrangements in lieu of formal adoption procedures up to this point, so we have had a change from 1952. all adoptions since 1952 in which the irish state has been involved have been carried out in line with this and subsequent adoption legislation.
             however, in reality, the history of adoption in ireland in the middle decades of the 20th century reflects a complex social history where the influences and pressures of society, communities, individual families and religious institutions, applied in the private realm, resulted in many cases of children being given up for adoption, in some cases through means which were not legal. as a society, we should all be sorry for what transpired. we cannot undo the practices of the past, but i hope that all of us in this house, including me as minister for children and youth affairs, can place on the record our regret at the way irish society treated so many children and mothers, where children's best interests were not respected and those involved facilitated illegal birth registrations or other arrangements which had, and continue to have, consequences for the children.
             historical private arrangements, for obvious reasons and due to social factors of the era, operated in conditions of great secrecy and there were rarely any contemporary written records of these events. similarly, the issue of illegal adoptions relates to illegal registrations, that is, children who were given at birth to other individuals who registered these children as their own and who are now unable to access personal records and information.
            
              additional information not given on the floor of the house
            
             i have met individuals who have found themselves in these circumstances and i acknowledge and empathise with the situation that these individuals are addressing. records on adoptions as well as illegal birth registrations are currently held by a number of agencies, including the hse, the adoption authority of ireland and also by private adoption agencies, maternity hospitals, private individuals and other sources. information held by the adoption authority is primarily about adoptions which took place since the adoption act 1952. if no adoption took place the authority would not have an adoption file. where no adoption took place, if records exist they may be held by a number of sources including hospitals, gps, mother and baby homes, religious orders and other sources.
             the hse provides an information and tracing service throughout the country to birth mothers, adopted persons and their families. the requirement in the adoption act 2010 that agencies providing information and tracing services would gain accreditation resulted in a number of religious orders deciding not to apply for accreditation and transferring files from their mother and baby homes and adoption societies to the hse. approximately 25,000 files have been transferred to the hse regional adoption service in cork, from the sacred heart adoption society. the hse also has records for a number of other adoption societies and mother and baby homes. furthermore pact, which is an agency accredited under the act, has records of various protestant organisations. a comprehensive list of records and their locations is available on the hse website.
             the national adoption contact register which is operated by the adoption authority was established in 2005 to assist adopted people and their natural families to make contact with each other, exchange information or state their contact preferences. i am conscious of recent media coverage of the issue of information and tracing and i would hope that this will encourage more birth mothers in particular to access the national contact preference register and where possible to consent to the release of information.
             when the former adoption board launched the national adoption contact preference register in 2005, provision was made for persons who were party to the illegal registration of a child to register an interest in the register for possible future contact with another party sometime in the future. fundamental to the success of the register is that any persons with information in this regard contact the information and tracing unit of the adoption authority."
2013-12-17,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-17/debate/main,48,Deputy Clare Daly,Deputy Clare Daly,"deputy clare daly
            this is obviously a very important issue, which has devastating consequences on people throughout their lives. there is a certain irony in the fact that we are rushing through legislation later in the week to facilitate intercountry adoptions, since some of the people i am talking about here were the intercountry adoptees of their day, leaving these shores - sometimes in illegal circumstances - and ending up in america, and many of them are still trying to find out who they are.
            the minister has previously refused to conduct an independent investigation into this practice. i ask her to revisit that issue. in certain instances in the not-too-distant past 97% of children born to non-married parents were either given up for adoption or died in mother and baby homes. that is a phenomenal figure. in australia, because the figure had reached 67%, the state apologised for what the minister has acknowledged was social practice and policy at the time. she has acknowledged the illegality and expressed regret, but there needs to be much more. i would revisit the idea of an independent investigation."
2013-12-17,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-17/debate/main,50,Deputy Clare Daly,Deputy Clare Daly,"deputy clare daly
            the official apologies made to the victims of the magdalen laundries and industrial schools made a huge difference to the people concerned and this issue will not go away. it meant a huge amount to the people concerned in australia to have the state officially acknowledge the issue. in 2010 gordon brown apologised for britain's role in some of these activities in disrupting the identity of children and facilitating their abuse and exploitation. we are dealing in many instances with a generation of stolen children who have a right to know who they are and a state apology. many of them were adopted, while others died - one quarter of all babies born outside marriage in the 1930s died. in some mother and baby homes the mortality rate of children was 50%. subsequently the state has actively tried to deny and frustrate people's attempts to discover their identities. even now, with centralised records, people still cannot access them. until that issue is resolved, they will keep pressing because the adoptees of yesteryear are becoming more organised and demanding their entitlements and rights to an apology and vindication."
2013-12-11,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-11/debate/main,625,Deputy Peter Fitzpatrick,Deputy Peter Fitzpatrick,"deputy peter fitzpatrick
          bethany home was established prior to the foundation of the state as a private organisation with a protestant ethos to provide charitable assistance to women of all denominations on the margins of society. it closed in 1972. while it continued to provide a range of assistance, it evolved primarily into a mother and baby home. women would usually go there a few months before the baby was due, give birth and leave a few months later without their child. most of the children were fostered, and there was no legal provision for adoption until the 1950s.
           bethany home was registered as a maternity home and was inspected under the registration of maternity homes act 1934. the inspection records indicate that in addition to being a maternity home, it was also a children's home for children up to three years of age. infant mortality rates were very high at the home and children suffered from various conditions associated with poverty. it is not clear that conditions in bethany home were worse than elsewhere at the time, when a significant proportion of the population lived in conditions of extreme poverty. the number of children who died in the home is quite shocking. up to the 1950s, poverty and diseases associated with poverty were widespread in ireland. children without family support could endure serious hardship. infant mortality rates were approximately 20 times higher than they are now. the figures for those who were malnourished and subject to diseases and a lack of hygiene were even higher.
           the bethany survivors group is a group of individuals who were born in bethany home and who perceive they have disadvantages as a result. some only spent a short time there, less than a month, and all would have left by the time they were five years old. they have very little first-hand recollection of conditions there. however, they are seeking redress not only for their time in bethany home but also for the time they lived with foster families until they were 18 years old. they sought inclusion in the residential institutions redress scheme, which is under the remit of the minister for education and skills, but mother and baby homes generally and fostering were not included in that scheme. the minister reassured the group that, contrary to some suggestions, the religious ethos of an institution was not a criterion for inclusion within the redress scheme.
          while acknowledging the hurt and pain that remains with the survivors, having reviewed the papers on the home and having taken all the circumstances into account, the minister regretted that he found no basis to revisit the 2010 government decision. 
           the bethany survivors' group has made it clear it never regarded the bethany home as falling within the same category as the magdalen laundries. it is not seeking to be included in any compensation scheme for the magdalen laundry women. 
           in april 2013, the minister for justice and equality, deputy shatter, and the minister of state, deputy kathleen lynch, met with the bethany survivors' group at its request. the members of the group are continuing to seek a redress scheme to cover the entire childhood on the basis of their presence at bethany. the position was explained to them and an offer was made to assist them with questions and records. under the data protection act a living person has a statutory right to access their personal data. the person who holds that data, the data controller, must provide access. this right is limited to their own information only. information relating to a third party, such as a sibling or a deceased parent, is not covered. the data protection act applies to such individuals but there is no legal obligation on them to preserve such records.
           in april 1934, the parliamentary secretary to the minister for local government and public health, stated, ""it is a well-known fact that in some of our largest cities there are maternity homes of a very poor class which are availed of largely by unmarried mothers. we are not at all satisfied that these homes are properly managed""."
2013-12-11,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-11/debate/main,626,Deputy Frank Feighan,Deputy Frank Feighan,"deputy frank feighan
          i commend sinn féin for bringing this motion before the house. the party's deputy leader, deputy mcdonald, has called on the government to provide resources for a small number of elderly men and women. the government decided in july that it would not introduce a redress scheme, but it is willing to consider the question of a memorial and making records from the bethany home available to survivors. i understand that the bethany survivors' group is not happy with this decision.
           the government's decision was based on a determination that the bethany home was a mother and baby home, but the survivors dispute this. the bethany home was closed in 1972, which was a different time. it was a home for so-called ""fallen women"" and was not as harsh a regime as that suffered by women in the magdalen laundries. however, it was an irish solution to an irish problem, where women could hide their shame and deliver babies away from public view. 
           we have come through difficult times. outside the gates of leinster house today there were undocumented people from other countries seeking irish citizenship. ireland today is such a different place to when tens of thousands of men and women left here because they felt they were not being taken care of. things are changing now. 
           many of the young girls we are discussing this evening were adopted by childless protestant couples in northern ireland and britain. this remains a difficult situation for the survivors. the two rival churches, the catholic church and the church of ireland, were puritanical and judgmental. they did not dealt correctly with the poor, vulnerable and forgotten. 
           the minister for education and skills, deputy quinn, met with the bethany survivors in may 2011 and reviewed the papers on the home. having taken all the circumstances into account, he found no basis to revisit the decision not to include the home within the redress scheme.
           there is a concern that the former residents of the home have been forgotten about. when the redress scheme was introduced in 2002 i introduced a lot of men to the details involved. they were delighted to get such help and to know that their suffering was being recognised. at that time, the redress board was a vehicle, although it might not have been the best one. it may have cost a lot more money that the state was willing to pay out, but it was used nonetheless. 
           we can now examine different ways of addressing the problems, however. the minister should examine the possibility of reaching some accommodation - although not through a redress board or scheme - that would satisfy the few remaining people who feel they have been left out. i hope the government can look at providing something in that regard."
2013-12-11,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-11/debate/main,631,Deputy Seán Crowe,Deputy Seán Crowe,"deputy seán crowe
          the survivors of the terrible conditions of bethany home were excluded from the residential institutions redress scheme on the basis that bethany home was a private home for which the state had no responsibility. however, we know the state had responsibility for bethany home as it was subject to state inspections under the registration of maternity homes act 1934. in some instances, the state made financial contributions to the cost of nursing out children, namely, the fostering out of children to temporary care. we know from department of local government and public health inspector reports and media articles at the time just how barbaric the conditions were at bethany home. how can this government say the state had no responsibility for bethany home?
           in 1924, the irish times reported that a woman was charged with breaking her probation bond by refusing to remain in bethany home, to which she had been sent following the hearing of a series of charges against her for theft. in the same year the irish independent reported that a young woman was charged with obtaining food and lodging at the royal hotel in bray by false pretences and was ordered to enter the bethany home for six months. in 1931, the irish independent reported that a woman pleaded guilty in the central criminal court to the crime of concealment of birth and was bound to the peace for two years, with an undertaking that she should remain in a home. she was given to the care of bethany home. in january 1940, the irish times and irish independent published articles stating it was reported in the high court that the garda were in the habit of sending any homeless protestant girl to bethany home.
           the evidence of state involvement goes deeper. in 1939, then deputy chief medical officer for the government dr. winslow sterling berry refuted public and health inspectorate concerns over standards of care at bethany home, with his jaundiced opinion that it was
						well known that illegitimate children were delicate and suffered from starvation.
						he then forced the home to agree to cease admitting roman catholics. this highlights the sectarian and partisan nature of then government policies.
           the conditions at bethany home and the decision to send women and children there did not matter as long as roman catholics were not affected. such was the brutal neglect in bethany home that 219 children died there between 1922 and 1949. these same children currently lie in unmarked graves in mount jerome cemetery, dublin. i have attended their annual and moving remembrance ceremony. the state is, and has been, aware of the unmarked graves for a number of years yet they lie to this day hidden, their passage in life ignored and in death abandoned. bethany home in rathgar was not simply a mother and baby home. any attempt by government to present it as such is deliberately misleading.
           despite a new government inspection regime, child mortality in the 51 year history of the home was at its highest between 1935 and 1939, with 86 children interred in mount jerome during this time. more deaths, and additional non-fatal illnesses, took place in the first ten year period during which bethany was subject to a state inspection regime than occurred in the previous ten years when 57 children died. why did the numbers increase so substantially and under the state's watch?
           in 1940, bethany home changed its admissions policy to exclude catholics. it appears then government departments took no interest in the home after this point despite the state's statutory obligation and responsibility for it.
          the government should live up to its responsibility and add bethany home to the residential institutions redress scheme.
           we were told for years that there was no information linking the state to the magdalen laundries, but it was found somehow. perhaps the minister of state could tell us where it was found. i respectfully suggest that the overlooked or ignored information linking bethany home to the state can also be found. i call on the minister of state to ponder that during tonight's debate. clearly, there is information available. there was no information for the magdalen laundries, but miraculously it was found. i am certain that the information on bethany home is sitting on someone's desk."
2013-12-11,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-11/debate/main,634,"Minister of State at the Department of Jobs, Enterprise and Innovation (Deputy John Perry)","Minister of State at the Department of Jobs, Enterprise and Innovation (Deputy John Perry)","minister of state at the department of jobs, enterprise and innovation (deputy john perry)
          my colleague, the minister of state, deputy kathleen lynch, set out the government's position in detail last night. i will take this opportunity to address some of points raised by other deputies during the debate. in particular, i must address the insinuation made by one deputy that decisions on bethany home may have been influenced by sectarian discrimination. it is patently absurd to suggest that the ministers for education and skills and justice and equality, deputies quinn and shatter, or the minister of state at the department of justice and equality, deputy kathleen lynch, are in any way biased in favour of treating those who were in roman catholic institutions more favourably than those in institutions with a protestant ethos. i must reject completely any such suggestion.
           last night, frequent references were made to the link between bethany home and the criminal justice system. there was such a link but i do not see any particular significance in it. bethany home evolved from two charities, one of which was the dublin prison gate mission, which was established in 1876 by a quaker woman to assist women recently released from prison. it is not surprising, therefore, that this link established in the 19th century continued on into the 20th century. however, i hope there is no suggestion that bethany home was in any way the equivalent of a prison. it was not a place of detention for adult women. while women on probation might stay there, they were not detained there. from 1934, bethany home was based in the suburb of rathgar in a home already built on the site. i have heard no suggestion that it was in any way a closed institution surrounded by high walls. indeed, all the indications are that there was free access to the home. it is true that with effect from 1945, a girl under the age of 17 could be detained there by order of a criminal court but for short periods only and this does not seem to have been a frequent occurrence. there have been no complaints from any individuals in bethany linked to the criminal justice system and nor has there been any suggestions of wrongdoing as regards this aspect of bethany home.
           any objective observer must accept that for most of its existence, bethany home was primarily, although not exclusively, a mother and baby home. its registration as a maternity home under the registration of maternity homes act 1934, the finding of the high court in 1940 and the testament of the survivors all support this view. indeed, as illustrated by the testament read into the record last night, the main complaint of the bethany group relates to their childhood experiences, starting with their birth in bethany home. it is the mother and baby aspect of the home that has given rise to all the controversy.
          mother and baby homes were not included within the scope of the residential institutions redress scheme under the remit of the department of education and skills. i understand that st. patrick's mother and baby home was included in the redress scheme on the basis that it was subject to inspection by a public body and that it operated as a children's home as well as a mother and baby home. requests to have other mother and baby homes included in the scheme were also rejected, regardless of their religious ethos. as all the major decisions on the residential institutions redress scheme were made by a fianna fáil-led government, the contribution by deputy niall collins yesterday is somewhat puzzling.
           i should clarify that when the minister of state, deputy kathleen lynch, referred to a charity in the context of bethany home, this was not intended as an endorsement of its aims or methods. the term was used in the sense that it was a body established for charitable purposes rather than as a commercial entity.
           i wish to clarify that the government fully acknowledges the hardships and emotional challenges faced by those who started life in bethany home. as their testament makes clear, most of them spent a very short time in the home and many of their issues and claims for redress relate to what happened after they left the home.
           the remarks made by the minister of state, deputy kathleen lynch about poverty and infant mortality were not to belittle the experience of those in bethany home nor to excuse what happened at the time. rather it was to point out that, unfortunately, poverty and hardship affected a significant proportion of the population at the time, not just those in bethany home. infant mortality rates at the time were high, regardless of the marital status of the parents."
2013-12-11,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-11/debate/main,635,Deputy Aengus Ó Snodaigh,Deputy Aengus Ó Snodaigh,"deputy aengus ó snodaigh
          i wish to share time with deputy mary lou mcdonald. gabhaim buíochas do derek leinster, patrick mccabe, niall meehan agus siúd eile a bhuail liom thar na blianta agus a thug eolas dom faoin scannal seo agus a chur na fíricí os ár gcomhair. níl a fhios agam an raibh an deis ag an aire stáit, an teachta perry, nó an aire stáit, an teachta kathleen lynch, bualadh leis na daoine seo riamh nó fiú éisteacht a thabhairt don mhéid a bhí le rá acu. b'fhéidir dá mbeadh sé sin déanta go dtuigfeadh na hairí stáit go díreach cén fáth go bhfuil sé ceart agus cuí brón a ghabháil leo siúd a bhí i dteach bethany agus go bhfuil an méid atá sa rún os ár gcomhair ceart.
           our motion calls on the government to accept the historic facts. i ask the minister of state to read niall meehan's history of the institution which was published in the 2010 september-october edition of history ireland. this was a protestant institution but it was similar to many catholic institutions. it was a maternity home and a children's home but it was also a place of detention for women on remand or convicted of crime. not all its inhabitants were protestant.
           the motion calls for a state apology and a redress mechanism. a state apology is appropriate in this instance because of the role this state and its officials played in sustaining the institution that was bethany home. a state apology is not given lightly nor should it be but once a case has been proven and a wrong exposed, as in this case, the proper and right course of action is to admit the mistakes of the past.
           in 2010 the british prime minister, gordon brown, had the courage to apologise to victims who were transported to australia. he apologised for britain's role in stealing those children from their families. the extent of that practice only came to light because of the trojan work of margaret humphreys. ireland, to its shame, has not begun to address the similar situation, the harrowing and brutal episode of our past when children born in ireland were spirited away by religious orders and others. bethany home also played a role in that scandal which remains to be fully uncovered. while some apology has been issued to those wronged in this state in the case of the magdalen women and those abused by members of the catholic church orders, other victims of state indifference or state collusion with institutions still await an apology. we need think only of the victims of the depraved practice of symphysiotomy or the victims of thalidomide. we appeal to the minister of state for one case and we ask the state to issue an apology to the few survivors of bethany home.
           i listened last night in amazement to the minister of state's contribution. i re-read it today to ensure she said what i thought i heard. she was trying to lay the blame on sinn féin for stirring up this issue, the righteous call for an apology contained in this motion. she said this is what sinn féin does. it is always about the next impossible task. this is not an impossible task nor is the legacy of those stolen children exported like cattle to britain, canada, australia and elsewhere, not only from bethany home but also from various catholic institutions. it is not an impossible task to issue an apology or to look to find out the full history of what happened in bethany home. we have taken on much bigger tasks and proved they are not impossible. the will must be there because if the will is not there, it is impossible. i urge the minister of state to find the will and to look at this task properly. the disgraceful legacy of this state, its institutions and its officials in labelling children as illegitimate or incarcerating their expectant mothers and banishing them from their home towns, fallen women to be ostracised or shunned, is history and i agree it cannot be undone. a mature state acknowledges the mistakes of the past and ensures they will not happen again. it does more than that. it apologises to the victims for the attitudes it perpetuated. it apologises for the resultant abuse and crimes, the exploitation and the mental and physical torture suffered as a consequence of its actions or inactions to uphold the dignity and rights of those citizens of the state who suffered in bethany home.
           the government amendment is shameful and seems to seek to exonerate the state from all blame, despite the facts. the minister of state's response will be remembered as similar to michael woods in 2002 who at the last minute did a disgraceful indemnity deal with the catholic church orders. the minister of state said that the inclusion of bethany home in the redress scheme was ruled out in may 2007, as the information located indicated it operated as a mother and baby home and therefore not regarded as eligible to be considered. the minister of state referred to st. patrick's mother and baby home on the navan road. because it was inspected by state officials it was included in the redress scheme, but i remind him that bethany home was also inspected."
2013-12-11,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-11/debate/main,638,Deputy Mary Lou McDonald,Deputy Mary Lou McDonald,"deputy mary lou mcdonald
          fortunately, that is not the case.
           the government says that mother and baby homes are excluded from redress. we have noted the exception of st. patrick's home on navan road. i query the rationale for this state excluding mother and baby homes. i go further and say there is a great need for us to uncover and put the full glare of public understanding on precisely what happened in mother and baby homes dotted across this land.
           leaving that aside, bethany was not simply a mother and baby home. it was a children's home and a place of detention also. the minister said last night in her rather warped contribution to this debate that the state cannot have responsibility for what happens to every child in every family when there is no responsibility for the state. that is a dubious statement in and of itself but let us be clear. we know that the state was right in the middle of the operation and oversight of the bethany home. the minister's own records, the records of the state, reflect that.
           there is not a reason to exclude further these survivors unless the government is so mean-spirited and so cruel as to consider that a small group of survivors, elderly people at this stage, can be just disregarded because there are so few of them.
           i thank those who took part in this debate. i note again that the government benches were remarkably bare for the course of this debate. i appeal to my colleagues, the deputies of this house, to do the right thing this evening. i want them to understand clearly that if they vote in favour of the government's amendment, they set aside the truth and underwrite and underscore the big lie that the state, and by extension this government, has no responsibility for what happened in bethany home in the past and for recognition and making amends in the present."
2013-12-10,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2013-12-10/debate/main,179,Deputy Gerry Adams,Deputy Gerry Adams,"deputy gerry adams
            i have two questions, one about bethany home and the other about charities linked to the churches. i am sure the taoiseach knows and appreciates very much that charities are in the front line in helping families and citizens who are badly affected by the government's austerity policies. these charities are now facing very great pressures on their resources. the society of saint vincent de paul has revealed that calls for assistance have more than doubled since 2009 and that it is struggling to meet the €40 million cost of providing help for needy families.
            we are in a new era where it is not just those on social welfare who suffer from poverty or from disadvantage because many people in low paid employment, the self-employed and some people who are in good employment are facing debts they cannot handle because of the impact of the economic crisis brought to us courtesy of fianna fáil and its cronies and, subsequently, by the taoiseach's government's policies. we are told by the central statistics office that almost 750,000 people in the state are living in poverty. as i said earlier, the controversy, and the taoiseach reflected this in some of his remarks, surrounding top-up payments from charities to their executives has a disproportionate and unfair impact upon all those very good people trying to raise funds for good causes. will the taoiseach join me in commending the good work of the society of st. vincent de paul and all those other charities that work so hard to help people, particularly as we face into christmas?
             has the taoiseach had an opportunity to raise the issue of bethany home with the church leaders? as the dáil rose for the summer recess this year the government announced it did not intend to offer an apology or redress to the small number of men and women who survived their time in bethany home. that was announced outside the dáil. i have not got my head around the reason the taoiseach will not extend an apology or bring forward a redress scheme and why he ignored the dáil when this statement was made outside of these precincts.
             bethany home in rathgar was not simply a mother and baby home, and any attempt by the government to present it as such is deeply misleading. it was a protestant maternity home, a children's home and a place of detention for women on remand or convicted of crimes referred to the home by the courts. it was excluded from the residential institutions redress scheme on the basis that bethany was a private home for which the state did not have responsibility. as a consequence, the survivors have also been excluded from the statutory trust fund that is the redress mechanism to replace the residential institutions redress board. that is very unfair. a very small number of people are involved. the state had responsibility for bethany home as it was subject to state inspections under the registration of maternity homes act 1934. the state also made a financial contribution to the cost of the nursing of children in some cases.
             there is a wealth of information in the public domain detailing the barbaric neglect experienced by children in the home and in the homes to which they were temporarily fostered, including department of local government and public health inspector reports, and media reports of the time. there are no great secrets around much of this issue. such was the neglect that between 1922 and 1949, 219 bethany home children died, and they lie in unmarked graves in mount jerome cemetery in the city of dublin.
             the residents of bethany home were treated appallingly while they were there, and that is being compounded by not embracing them and by the refusal to treat them fairly and include them in a redress scheme. will the taoiseach take the opportunity to do the right thing - i stress that there are only a handful of survivors - and commit to a proper redress scheme for these citizens and an acknowledgement that what was done to them was wrong?"
