date,house,debate_uri,speech_number,speaker,member_name,text
2018-12-13,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2018-12-13/debate/main,218,Deputy Catherine Connolly,Deputy Catherine Connolly,"deputy catherine connolly
          tomorrow, 14 december, is the 100th anniversary of the general election which saw the first dáil in 1919. it was a significant election on so many levels, not least the fact it was the first general election in ten years and it occurred just over one month after armistice day, when the war to end all wars stopped. it was an election that saw the size of the electorate increase from 700,000 voters to 1.93 million by extending the franchise, albeit a franchise limited to women over 30, with specific conditions, and to all men over 21.
          it is worth noting that voters were galvanised by anti-military and anti-conscription sentiment throughout the country. one woman, countess markievicz, was elected to that dáil and became a minister. unbelievably and unfortunately, it took 60 years before we had another female minister, when a fellow galwegian, máire geoghegan-quinn, was appointed. from the first to the thirty-second dáil, we have gone from one female minister out of 105 members to 35 female deputies, including ministers, out of 158.
           the glaring absence of female deputies in the intervening 100 years has had profound and detrimental consequences for women and society in general. it led to a complete absence of open and balanced public discourse on subjects of vital importance. indeed, successive male-dominated governments worked hand in hand with a male-dominated catholic hierarchy to shape a society that reflected their narrow and limited version of morality. they created an ireland that was unequal and positively hostile to women and mothers. it gave us the ireland of denial, deception and deceit in which church and state worked hand in hand with the male-dominated medical profession to defeat the most basic mother and baby scheme in 1951. it created the ireland of the institutions, the legacy of which we are still dealing with. it was the ireland of the magdalen laundries, industrial schools and mother and baby homes. it gave us the ireland of inequality which allowed men up to 65 to disinherit their wives completely. it permitted a marriage bar under which married women had to leave their jobs. it did not consider women fit to sit on juries until the very courageous máirín de burca took her case in 1973. it was an ireland that thought it was acceptable to interfere in the marital privacy of the bed, forcing a very courageous woman, mrs mcgee, to go to the supreme court which led to the irish solution to the irish problem of 1979. i could go on and on but will restrict myself to a couple of other issues. marital rape was unrecognised until 1991 and the eighth amendment took 35 years to remove from the constitution. deputies, particularly female deputies, have a duty to recognise what has gone before and to shape a different ireland in which a home and public health are basic human rights. we must be a voice for peace in circumstances in which we are shaping up, 100 years after a war, to have a european army."
2018-12-11,seanad,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2018-12-11/debate/main,589,Senator Rónán Mullen,Senator Rónán Mullen,"senator rónán mullen
          almost since the dawn of human civilisation, the remains of deceased members of society have been treated with dignity and buried or cremated in a dignified and respectful fashion. we see that in how our ancestors on this island buried their dead in the neolithic age and bronze age periods. we see it in the works of the great writers of the greek and roman civilisations, for example, sophocles, where the desecration or disrespect of dead bodies, such as dead soldiers on a battlefield, was viewed as the harshest form of humiliation and denigration. that respect for the remains of our deceased comes right up to the present day, with organised burial and cremation of remains taking place in this city since victorian times and with strict laws continuing to govern such practices.
           as someone who does not want to see the introduction of abortion into ireland, i am enough of a realist to know that, when the service is introduced, there will be foetal remains left as a result of the abortion procedures. that is an inevitability. in my eyes and those of a great many people, possibly the majority and certainly a very large minority, these are the remains of human beings who lived, if even for a short time and only in the womb. they are entitled, therefore, as human beings to the same basic level of dignity as any other human being. the amendment seeks to guarantee that.
           it is, of course, the case that, sadly, pregnancies end through miscarriage. it is, of course, the case that it is not always possible to arrange for the burial of the child that is lost in that situation. it is, of course, the case that, in the past, we did not have sufficient respect for babies who died in pregnancy, were stillborn and so on. we do not need to go into the tragic history. however, ""natural fallacy"" is the term that is used to describe the philosophical flaw in the argument that, because miscarriages happen every other day, somehow the little creatures who are miscarried are less valuable and that it might be legitimate, therefore, to procure or bring about that miscarriage deliberately. when one thinks about it, that argument is tantamount to saying that, in countries where there is a higher infant mortality rate, as there certainly is in many countries in the developing world, somehow the right to life of such children is less great.
           the amendment places a duty on hospitals and the hse to arrange for the dignified disposal of remains, where a surgical abortion takes place, by cremation or burial. as senator ó domhnaill has made clear and as i also want to make clear, this amendment does not compel women to have any responsibility for this unless they expressly want to. we have seen a major controversy in recent years in respect of the tuam mother and baby home and the allegations about the improper treatment and burial there of the remains of innocent infants. i do not see how anyone who is shocked and offended by the issue could not support this amendment, which would prevent any repeat of such practices as a result of the introduction of surgical abortion.
           we have seen reports of grotesque treatment of foetal remains abroad. i do not propose to go into the detail of how planned parenthood, the organisation with which the irish family planning association, ifpa, is affiliated, was found to have dealt with foetal remains. colleagues will be familiar with it by now. it shows what happens when strict guidelines are not in place and abortion becomes a money-making industry, as it is in the united states and, perhaps, many other places.
           there was also the exposure - as it has been referenced, i will not go into it now - of shocking practices in the treatment and use of foetal remains in hospitals in the uk.
          colleagues may be familiar with the case. they are remains of human beings whose lives were cut short because the law of the land allowed them to be. surely, as a society that strives to be decent, our laws should at least allow for some basic human decency in these situations and the remains of those children should be disposed of carefully and with respect. 
           i draw the attention of colleagues to one or two particular elements of the proposed new section 23. subsection (7) reads: ""a person who sells or offers to sell a foetus or the bodily remains or any part thereof of a foetus who has been the subject of a termination of pregnancy shall be guilty of an offence"". it seems strange that we even have to think about such issues, yet they are realities in our world. for example, planned parenthood has been implicated in such unacceptable and very cruel practices and chilling commentary on the sale and transfer of body parts of aborted foetuses. it does not do one good to listen to some of the conversations that took place involving some of the people from that organisation. i draw members' attention to an article which shows how quickly things move once they gather momentum. it appeared in the
						irish times on 14 november and was headed, ""is it right to use aborted fetal tissue for research?"" it was written by george winter. it is posed as a question, but it is very clear that the author regards it as absolutely right and proper that aborted foetal tissue can be used for research. he refers to the repeal vote as overturning a manifest injustice and describes those who oppose it as ""anti-choice"". he raises the issue of what happens when one can point to scientific or therapeutic benefits which flow from the medical or scientific exploitation of foetal body parts. the question of eating the fruit of the poisoned tree is raised. the more abortion becomes accepted practice and the more advances in science there are the more these issues will arise. of course, there is a scientific benefit to be derived from research and we all want to see medical cures."
2018-12-11,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2018-12-11/debate/main,168,The Taoiseach,The Taoiseach,"the taoiseach
            i was asked about the interaction between the minister for children and youth affairs and the pope during his visit. as members will be aware, they spoke briefly in arás an uachtaráin about tuam and the minister followed up that conversation with a letter. the pope has provided a written response, although it is more of an acknowledgement than a substantive response. the minister has engaged with the religious order that operated and owned the tuam home and it has agreed to make a financial contribution towards the excavation and to work with her on helping the commission get to the facts of what happened in that particular mother and baby home.
             on church-state dialogue, it is not a formal structure in the sense that it does not have a secretariat and there is no member of staff whose job it is to manage that dialogue, but it is structured in the sense that it occurs at least once a year. everybody knows when it is going to happen, an agenda is prepared and delegations are put together, usually comprised of myself and a number of ministers and representatives of the religious orders. defined times are set aside to deal with each of the issues and during the year these are followed up by the line ministers.
             the church of scientology is not part of the church-state dialogue and i have not had any interactions with it."
2018-12-05,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2018-12-05/debate/main,623,Deputy Mattie McGrath,Deputy Mattie McGrath,"deputy mattie mcgrath
          what we might call the first half of this amendment introduces a statutory and regulatory requirement to provide for the dignified disposal of bodily remains of foetuses which have been the subject of termination of pregnancy, including the dignified disposal of ashes generated by the cremation of such remains in accordance with section 25(1)(b). it also proposes that the bodily remains of a foetus which has been the subject of a termination of pregnancy shall be disposed of only by way of section 25(1)(a) via ""burial in a burial ground for the purposes of section 44 of the local government (sanitary services) act 1948"" or section 25(1)(b) ""cremation carried out in a crematorium"". the amendment is absolutely clear that the pregnant woman who has been the subject of the relevant termination of pregnancy ""shall be entitled to choose the manner of the disposal of the bodily remains of the foetus subject to"" regulations made by the minister. in the event that the woman declines to choose the manner of the dignified disposal of the remains in question, the minister, pursuant to section 25(1), shall provide for the manner of a dignified disposal of the bodily remains of the foetus. as the proposers of this amendment, it is our hope that these provisions achieve a sensitive and appropriate balance between the rights of the woman to determine the manner of a dignified disposal with the right of the unborn child to a dignified resting place.
           this amendment seeks to bring the legislation close to that in the uk. it is, in fact, milder than the legislation in the uk. it is all about the dignity of the remains. i do not know why there would be any controversy about this but there was before committee stage. we were accused of hijacking the bill and everything else by the media. we merely sought to have a dignified and respectful ending of the life of the baby and a dignified disposal. we saw all of the different allegations during the referendum about how distressing it was for mothers to have to bring back their babies in a box etc. all we want is to have respectful disposal. it is no more and no less. we are not trying to impose anything on anyone or debase or undermine anyone. i could not understand why there was such a frenzy in the media and on the part of some members as well. that was headline seeking. all we wanted was a dignified disposal and resting place for the unborn child.
           we had such controversy, such costs and rightful disgust at what happened in tuam and elsewhere. i could not understand why, with this amendment, we could be accused of seeking to undermine and so on. that goes to show the intolerance of the so-called tolerant people. all we are asking for in this amendment is something very similar to what is in the uk. it is a tad milder than what they have over there. i make no apology for tabling it. like the other amendments we put down, it was tabled in good faith. we did not hog the proceedings and we did not table a large number of amendments.
           i am not criticising the bills office: that is the way it has to operate. however, it added to the numbers of amendments because some of our amendments were divided up into two, three or four. we were very mindful of the need to have a short and concise debate so we kept the amendments to a minimum. many of us spoke to a minimum. deputy tóibín stated earlier that 50,000 words had been spoken by the people who were saying we were filibustering. those on the pro-choice side turned out to be filibustering themselves."
2018-12-05,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2018-12-05/debate/main,627,Deputy Peter Fitzpatrick,Deputy Peter Fitzpatrick,"deputy peter fitzpatrick
          i support this amendment which would allow us to show some dignity to the remains of the unborn child after a surgical abortion has been carried out, which is a violent and gruesome procedure. the amendment guarantees that unborn children who have been aborted will have their remains treated properly either by burial or cremation. it places no burden on the woman to have a role in this, as has been falsely alleged, unless she chooses to. the amendment would safeguard against those horrifying stories in other jurisdictions where the remains of unborn children have been treated as medical waste or, as in the case of one shocking practice which operated in the united states, were sold for profit for the purpose of medical experiments. we need to ensure there is no way this could ever happen in ireland. much has been said in the house about the treatment of human infants’ remains in the tuam mother and baby home. surely we never want to see this happen again. we need to pass this amendment to ensure that.
           as a matter of international law and of human practice going back thousands of years, the remains of all human beings are entitled to be treated with dignity and respect. by rejecting this amendment, the government is stating that unborn children who have been aborted are not entitled to this respect. this will be a truly shocking indictment of the house and shows total hypocrisy, particularly in the wake of the scandal of the treatment of the remains of babies in tuam. this amendment simply guards against inhuman and barbaric practices which happened in ireland decades ago and have happened in other jurisdictions in recent years. for this reason, i strongly support this amendment."
2018-11-29,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2018-11-29/debate/main,331,Deputy Bernard J. Durkan,Deputy Bernard J. Durkan,"deputy bernard j. durkan
          there were particular circumstances where a young woman found herself in a desperate situation, with nowhere to go, with no help from any quarter. the only place to go was across the water, to leave the country or disappear into what were once the magdalen laundries or the mother and baby homes. it is time we grew up a little. it is time we learned that women had lives as well, that they are entitled to due and fair consideration and that they do not find themselves, at this time, in the 21st century, isolated, alone and forlorn.
           we were there for three months. we listened in great detail. we were there all of the time and we missed none of the debate. we did not read about it afterwards; we got it first-hand. i compliment my colleagues, some of whom i did not always agree with, but we did what we had to do and what we were obliged to do, which was to take our responsibilities seriously and to recognise there was something that needed to be dealt with. the people responded and they made it quite clear.
           last night it was suggested that minorities have rights. yes, they do, and so do majorities. the one has to be balanced against the other, and that is democracy; that is the way it has always been. however, we should not exclude a group of people representative of 52% of the population, whether we like it or not - that is, women - and say, ""in the future, as in the past, you are not really a first class citizen. you are not equal because you do not control your own future.""
           i will leave members with this. let us assume one puts oneself in the shoes of a woman in those circumstances. i am sorry i am hoarse, a cheann comhairle."
2018-11-28,dail,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_justice_and_equality/2018-11-28/debate/main,3,Deputy Maureen O'Sullivan,Deputy Maureen O'Sullivan,"deputy maureen o'sullivan
          gabhaim míle buíochas leis an gcoiste agus leis an gcathaoirleach as ucht an deis seo a thabhairt dom labhairt ar an mbille seo. i am very grateful for this opportunity. i will begin with some general points and background. we know about our own past when it comes to protecting and guarding children and how much it leaves to be desired. we had all of the events in industrial schools, mother and baby homes, magdalen laundries and foster homes. however, ireland has come a long way in ensuring the safety of children and we have seen the progress that has been made on child welfare and protection. even though there is still room for improvement in ireland we can only imagine what it must be like for children in those countries where they do not have protection and do not have child welfare or safeguards. the bill is about trying to protect children who are easy prey for sexual predators in countries where the authorities cannot or will not protect them from those convicted of sexual abuse in ireland.
           the un convention on the rights of the child recognises a child as being a person under the age of 18. child abuse is also about trafficking, which is the third biggest illegal industry after arms and drugs and accounts for billions of dollars annually. statistics indicate that 2 million children are lured or abducted into sexual exploitation, which is modern-day slavery. a report by ending child prostitution and trafficking, ecpat, international states child sex tourism has drastically increased. it is a real incongruity that we speak about children and sex tourism in the same sentence. one of the main reasons is that the increase in global travel has created more opportunities for abuse. the offenders are generally white, western middle-aged men of some means. there are also women offenders and we also have situational offenders. the promotion of tourism for economic growth in these poorer countries brings more and more westerners to places with little or no regulation or policing but more and more children available for sex. we know the countries involved are india and countries in south-east asia, latin america, the caribbean and africa.
           there have been many high-profile cases but i will mention one that i have already mentioned when speaking on this issue. this is the case of a seven year old child who was sold to a former us marine. the former marine was eventually extradited from south-east asia and is serving a very extensive prison sentence in the united states. we also have records of the sale of virgin girls and organised sex rings. there is evidence of organisations offering sex tours with stops at bars and restaurants that are fronts for child prostitution.
           the impetus for the bill came from meetings with irish priest, fr. shay cullen, who is directly involved in rescuing children from the sex tourism industry in the philippines and supporting children affected by it. we all know the physical, emotional and psychological consequences for children. there have been cases of suicide, attempted suicide, depression, addiction and sexually transmitted illnesses. at a press conference i was at with fr. cullen he spoke of what has been happening through the dark web and the rise in child pornography. to join a photo sharing paedophile club on the dark web, applicants must submit pictures of children being abused. some clubs insist on the applicant showing himself perpetrating the abuse. to get the images, men travel to countries where there are ample opportunities to photograph and video such abuse. the images then give them a pass to access further unlimited images. this requirement to provide pictures is fuelling travel to poor countries. we know that cybersex is on the increase. fr. cullen spoke about five and six year olds being abused in this way over the internet. the abuse is carried out to order and customers around the world pay per view through money transfer companies.
           i will give another example from australia. in 2017, it emerged that 700 to 800 australian male convicted child sex offenders were travelling annually to countries in south-east asia, such as the philippines, cambodia and thailand. following this revelation, the australian government passed the passports legislation amendment (overseas travel by child sex offenders) act 2017. it was introduced in the australian parliament on 14 june 2017, passed both houses on 20 june and received assent on 26 june. it allows a competent authority of the australian government to request its minister for foreign affairs to refuse to issue, cancel or order the surrender of a person's australian passport if his or her name is on a child protection offender register. this is to prevent reportable offenders from travelling overseas to sexually exploit or abuse vulnerable children.
           this is a tricky situation for which to legislate because of the constitutional right to travel. although it is wonderful to have this right to travel, it was never intended to grant a right to travel to a person to abuse children in other countries when that person has been convicted of child sexual abuse in his or her own country. the purpose is to regulate and restrict where appropriate sex offenders from travelling abroad in the interests of the common good and to protect persons outside the state from serious harm. it seeks to do this by increasing the powers of judges. it is not an outright ban on travelling. it relates to those convicted of child abuse, whether a physical act of abuse of children or using child pornography films, child abuse images or recordings on phones. it recognises the constitutional right to travel but also the need to protect children abroad. the restriction provisions will be decided on a case by case basis by a judge who can weigh up the issues. there is a lot of constitutional protection. the convicted person is heard and represented and the judge can hear whether the offender has been genuinely engaging with a recognised rehabilitation programme. it will be the judge who will strike the balance between the constitution and the protection of children outside ireland from those convicted of child abuse in ireland.
           i suggest it is not so much about punishing the sex offender with regard to travel as protecting children. when we look at the facts of the growing child sex tourism to holiday destinations such as poland, the philippines and other places, i must question the current freedom of sex offenders to travel to these places. there is also the frame of mind of the offenders when they return to ireland from a place that is normalising the abuse and exploitation of children.
           there are just two sections in the bill. it has a narrow remit for obvious reasons. it is focused on giving powers to judges. it empowers them on the evidence of child abuse to impose conditions and travel limitations at the time of sentencing or later, when the judge is satisfied there is or is not a risk of offending abroad.
          for example, a convicted sex offender may have leave to travel to england for a few days for a funeral or family event, but not to a country where there is known child abuse.
           it is a small step, but it would be a clear signal that ireland - we would be the first country in europe to do so - does not want its child offenders to be in a position to offend in other countries where child abuse is happening with impunity."
2018-11-07,dail,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_health/2018-11-07/debate/main,516,Deputy Mattie McGrath,Deputy Mattie McGrath,"deputy mattie mcgrath
          we must learn from past scandals. subsection (5) of the amendment provides, ""a person who disposes of the bodily remains of a foetus which has been the subject of a termination of pregnancy otherwise than in accordance with subsection (2) shall be guilty of an offence"". that aims to avoid any possibility of the recurrence of an event which occurred in 2000 at the national maternity hospital, holles street, when the hospital admitted it may have incinerated the remains of a baby whose mother had been led to believe her child would be buried in the holy angels plot at glasnevin cemetery. it was reported at the time that the hospital disputed for several years whether it had dealt with the remains and insisted that it had no record of the location of the body.
           the amendment also highlights that our intention is not to place the onus of responsibility on the woman who has been the subject of a termination of pregnancy but, rather, on the facility or hospital where the abortion took place. although the amendment is silent on how the disposal of foetal remains ought to be monitored, it is our view that service providers should be subject to regular audit of relevant policies and procedures and that inspection of registered providers' termination of pregnancy services should take place. have we learned anything from the tuam mother and baby home and other such institutions? this is real life.
           i will not address the selling of foetal remains in detail. subsections (8) and (9) of the amendment would prohibit selling or offering to sell a foetus or the bodily remains of a baby. all present are aware of the corrupt money involved in such trade in other parts of the world. we are not dreaming this up. there is clear international evidence of such trade. we are not trying to criminalise the mother at any stage."
2018-11-07,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2018-11-07/debate/main,131,Deputy Denise Mitchell,Deputy Denise Mitchell,"deputy denise mitchell
            will the minister for children and youth affairs outline the planned timeline for the beginning of the excavation works at the site of the mother and baby home in tuam? what is the draft legislation required in advance of the project, and were there any offers of financial contributions?"
2018-11-07,dail,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2018-11-07/debate/main,132,Deputy Katherine Zappone,Deputy Katherine Zappone,"deputy katherine zappone
            the government agreed an approach to dealing with the site of the mother and baby home in tuam, county galway, at its meeting of 23 october last. i am committed to leading this project. it is my view that a phased approach will mean an informed and targeted approach to the forensic excavation of the available area. in this way the logical sequence of complex technical, legal and forensic decisions will be grounded in real-time information emerging from the site as the work progresses. my proposals are based on offering compassion and dignity for the children who were interred in such an horrific manner on this site.
             as outlined in the expert technical group report, the circumstances in tuam are unprecedented and, because of this, we need new or bespoke legislation to enable the necessary work to proceed. exhumation is strictly controlled in law. it will take time to prepare and enact the new legislation and we need to get it right. i am putting in place a small cross-departmental team to develop the legislation as a matter of priority. we will have a clearer picture on an overall timeframe once the cross-departmental team has commenced its work.
             i started negotiations with the bon secours order on a contribution to the costs of taking the proposed measures at the site in tuam. the order has willingly and constructively engaged with me, and an offer of €2.5 million has been made. to be clear, this is not a settlement offer relinquishing the order from any future liability. it offers no indemnity. i will revert to government to seek approval of the agreement in the coming weeks.
             i understand that this is a very important decision for all connected to the site in tuam, most especially those who believe they may have a loved one buried there and those now living close to the site. i am committed to ensuring that all the children interred at this site can have a dignified and respectful burial. it is only by taking the right actions now can we truly demonstrate our empathy, compassion and commitment to work towards justice, truth and healing for what happened in our past and, most especially, for those who were abandoned."
