date,house,debateType,debate_uri,xml_uri
2025-11-06,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2025-11-06/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2025-11-06/debate/mul@/main.xml
2025-11-06,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_finance_public_expenditure_public_service_reform_and_digitalisation_and_taoiseach/2025-11-06/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_finance_public_expenditure_public_service_reform_and_digitalisation_and_taoiseach/2025-11-06/debate/mul@/main.xml
2025-11-06,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2025-11-06/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2025-11-06/debate/mul@/main.xml
2025-11-06,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-06/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-06/debate/mul@/main.xml
2025-11-05,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2025-11-05/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2025-11-05/debate/mul@/main.xml
2025-11-05,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_finance_public_expenditure_public_service_reform_and_digitalisation_and_taoiseach/2025-11-05/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_finance_public_expenditure_public_service_reform_and_digitalisation_and_taoiseach/2025-11-05/debate/mul@/main.xml
2025-11-05,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-05/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-05/debate/mul@/main.xml
2025-11-04,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_artificial_intelligence/2025-11-04/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_artificial_intelligence/2025-11-04/debate/mul@/main.xml
2025-11-04,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_fisheries_and_maritime_affairs/2025-11-04/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_fisheries_and_maritime_affairs/2025-11-04/debate/mul@/main.xml
2025-11-04,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2025-11-04/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2025-11-04/debate/mul@/main.xml
2025-11-04,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-04/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-04/debate/mul@/main.xml
2025-10-23,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2025-10-23/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2025-10-23/debate/mul@/main.xml
2025-10-22,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_agriculture_and_food/2025-10-22/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_agriculture_and_food/2025-10-22/debate/mul@/main.xml
