fullName,firstName,lastName,gender,house,constituency,party,role,uri,membership_start,membership_end
Richard Sidney Anthony,Richard Sidney,Anthony,,6th Dáil,Cork Borough,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Sidney-Anthony.D.1927-06-23,1927-10-11,1932-01-29
Richard Sidney Anthony,Richard Sidney,Anthony,,5th Dáil,Cork Borough,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Sidney-Anthony.D.1927-06-23,1927-06-23,1927-08-25
Catherine Ardagh,Catherine,Ardagh,,25th Seanad,Industrial and Commercial Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Catherine-Ardagh.S.2016-04-25,2016-04-25,2020-03-29
Catherine Ardagh,Catherine,Ardagh,,26th Seanad,Industrial and Commercial Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Catherine-Ardagh.S.2016-04-25,2020-03-30,2024-11-29
Catherine Ardagh,Catherine,Ardagh,,34th Dáil,Dublin South-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Catherine-Ardagh.S.2016-04-25,2024-11-29,
Seán Ardagh,Seán,Ardagh,,30th Dáil,Dublin South-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Ardagh.D.1997-06-26,2007-06-14,2011-02-01
Seán Ardagh,Seán,Ardagh,,29th Dáil,Dublin South-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Ardagh.D.1997-06-26,2002-06-06,2007-04-30
Seán Ardagh,Seán,Ardagh,,28th Dáil,Dublin South-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Ardagh.D.1997-06-26,1997-06-26,2002-04-25
Bob Aylward,Bob,Aylward,,13th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Bob-Aylward.S.1975-04-23,1973-06-01,1974-07-18
Bobby Aylward,Bobby,Aylward,,32nd Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Bobby-Aylward.D.2007-06-14,2016-03-10,2020-01-14
Bobby Aylward,Bobby,Aylward,,31st Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Bobby-Aylward.D.2007-06-14,2015-05-22,2016-03-09
Bobby Aylward,Bobby,Aylward,,30th Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Bobby-Aylward.D.2007-06-14,2007-06-14,2011-02-01
Edward Aylward,Edward,Aylward,,2nd Dáil,Carlow-Kilkenny,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Edward-Aylward.D.1921-08-16,1921-08-16,1922-06-16
Liam Aylward,Liam,Aylward,,29th Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Aylward.D.1977-07-05,2002-06-06,2007-04-30
Liam Aylward,Liam,Aylward,,28th Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Aylward.D.1977-07-05,1997-06-26,2002-04-25
Liam Aylward,Liam,Aylward,,27th Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Aylward.D.1977-07-05,1992-12-14,1997-05-15
Liam Aylward,Liam,Aylward,,26th Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Aylward.D.1977-07-05,1989-06-29,1992-11-05
Liam Aylward,Liam,Aylward,,25th Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Aylward.D.1977-07-05,1987-03-10,1989-05-25
Liam Aylward,Liam,Aylward,,24th Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Aylward.D.1977-07-05,1982-12-14,1987-01-21
Liam Aylward,Liam,Aylward,,23rd Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Aylward.D.1977-07-05,1982-03-09,1982-11-04
Liam Aylward,Liam,Aylward,,22nd Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Aylward.D.1977-07-05,1981-06-30,1982-02-27
Liam Aylward,Liam,Aylward,,21st Dáil,Carlow-Kilkenny,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Aylward.D.1977-07-05,1977-07-05,1981-05-21
Ivana Bacik,Ivana,Bacik,,25th Seanad,University of Dublin,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ivana-Bacik.S.2007-07-23,2016-04-25,2020-03-29
Ivana Bacik,Ivana,Bacik,,24th Seanad,University of Dublin,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ivana-Bacik.S.2007-07-23,2011-05-25,2016-04-24
Ivana Bacik,Ivana,Bacik,,23rd Seanad,University of Dublin,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ivana-Bacik.S.2007-07-23,2007-07-23,2011-04-25
Ivana Bacik,Ivana,Bacik,,26th Seanad,University of Dublin,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ivana-Bacik.S.2007-07-23,2020-03-30,2021-07-09
Ivana Bacik,Ivana,Bacik,,33rd Dáil,Dublin Bay South,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ivana-Bacik.S.2007-07-23,2021-07-09,2024-11-08
Ivana Bacik,Ivana,Bacik,,34th Dáil,Dublin Bay South,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ivana-Bacik.S.2007-07-23,2024-11-29,
John Philip Bagwell,John Philip,Bagwell,,1934 Seanad,1934,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-Philip-Bagwell.S.1922-12-06,1934-12-06,1936-05-29
John Philip Bagwell,John Philip,Bagwell,,1931 Seanad,1931,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-Philip-Bagwell.S.1922-12-06,1931-12-06,1934-12-05
John Philip Bagwell,John Philip,Bagwell,,1928 Seanad,1928,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-Philip-Bagwell.S.1922-12-06,1928-12-06,1931-12-05
John Philip Bagwell,John Philip,Bagwell,,1925 Seanad,1925,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-Philip-Bagwell.S.1922-12-06,1925-12-06,1928-12-05
John Philip Bagwell,John Philip,Bagwell,,1922 Seanad,,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-Philip-Bagwell.S.1922-12-06,1922-12-06,1925-12-05
Maria Bailey,Maria,Bailey,,32nd Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Maria-Bailey.D.2016-10-03,2016-03-10,2020-01-14
James Bannon,James,Bannon,,31st Dáil,Longford-Westmeath,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Bannon.S.2002-09-12,2011-03-09,2016-03-09
James Bannon,James,Bannon,,30th Dáil,Longford-Westmeath,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Bannon.S.2002-09-12,2007-06-14,2011-02-01
James Bannon,James,Bannon,,22nd Seanad,Industrial and Commercial Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Bannon.S.2002-09-12,2002-09-12,2007-07-22
Monica Barnes,Monica,Barnes,,28th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Monica-Barnes.S.1982-05-13,1997-06-26,2002-04-25
Monica Barnes,Monica,Barnes,,26th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Monica-Barnes.S.1982-05-13,1989-06-29,1992-11-05
Monica Barnes,Monica,Barnes,,25th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Monica-Barnes.S.1982-05-13,1987-03-10,1989-05-25
Monica Barnes,Monica,Barnes,,24th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Monica-Barnes.S.1982-05-13,1982-12-14,1987-01-21
Monica Barnes,Monica,Barnes,,16th Seanad,Labour Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Monica-Barnes.S.1982-05-13,1982-05-13,1982-12-21
Henry Leo Barniville,Henry Leo,Barniville,,9th Seanad,National University of Ireland,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1957-05-22,1960-09-23
Henry Leo Barniville,Henry Leo,Barniville,,8th Seanad,National University of Ireland,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1954-07-22,1957-03-28
Henry Leo Barniville,Henry Leo,Barniville,,7th Seanad,National University of Ireland,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1951-08-14,1954-07-07
Henry Leo Barniville,Henry Leo,Barniville,,6th Seanad,National University of Ireland,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1948-04-21,1951-07-25
Henry Leo Barniville,Henry Leo,Barniville,,5th Seanad,National University of Ireland,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1944-08-18,1948-03-12
Henry Leo Barniville,Henry Leo,Barniville,,4th Seanad,National University of Ireland,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1943-09-08,1944-07-05
Henry Leo Barniville,Henry Leo,Barniville,,3rd Seanad,National University of Ireland,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1938-09-07,1943-07-14
Henry Leo Barniville,Henry Leo,Barniville,,2nd Seanad,National University of Ireland,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1938-04-27,1938-07-22
Henry Leo Barniville,Henry Leo,Barniville,,1934 Seanad,1934,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1934-12-06,1936-05-29
Henry Leo Barniville,Henry Leo,Barniville,,1931 Seanad,1931,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1931-12-06,1934-12-05
Henry Leo Barniville,Henry Leo,Barniville,,1928 Seanad,1928,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1928-12-06,1931-12-05
Henry Leo Barniville,Henry Leo,Barniville,,1925 Seanad,1925,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1925-12-06,1928-12-05
Henry Leo Barniville,Henry Leo,Barniville,,1922 Seanad,,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-Leo-Barniville.S.1922-06-12,1922-12-06,1925-12-05
Jack Barrett,Jack,Barrett,,13th Seanad,Agricultural Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Jack-Barrett.S.1975-04-23,1973-06-01,1977-05-26
Michael Barrett,Michael,Barrett,,26th Dáil,Dublin North-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Barrett.D.1981-06-30,1989-06-29,1992-11-05
Michael Barrett,Michael,Barrett,,25th Dáil,Dublin North-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Barrett.D.1981-06-30,1987-03-10,1989-05-25
Michael Barrett,Michael,Barrett,,24th Dáil,Dublin North-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Barrett.D.1981-06-30,1982-12-14,1987-01-21
Michael Barrett,Michael,Barrett,,23rd Dáil,Dublin North-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Barrett.D.1981-06-30,1982-03-09,1982-11-04
Michael Barrett,Michael,Barrett,,22nd Dáil,Dublin North-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Barrett.D.1981-06-30,1981-06-30,1982-02-27
Sean D. Barrett,Sean D.,Barrett,,24th Seanad,University of Dublin,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Sean-D-Barrett.S.2011-05-25,2011-05-25,2016-04-24
Seán Barrett,Seán,Barrett,,32nd Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,2016-03-10,2020-01-14
Seán Barrett,Seán,Barrett,,31st Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,2011-03-09,2016-03-09
Seán Barrett,Seán,Barrett,,30th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,2007-06-14,2011-02-01
Seán Barrett,Seán,Barrett,,28th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,1997-06-26,2002-04-25
Seán Barrett,Seán,Barrett,,27th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,1992-12-14,1997-05-15
Seán Barrett,Seán,Barrett,,26th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,1989-06-29,1992-11-05
Seán Barrett,Seán,Barrett,,25th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,1987-03-10,1989-05-25
Seán Barrett,Seán,Barrett,,24th Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,1982-12-14,1987-01-21
Seán Barrett,Seán,Barrett,,23rd Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,1982-03-09,1982-11-04
Seán Barrett,Seán,Barrett,,22nd Dáil,Dún Laoghaire,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Barrett.D.1981-06-30,1981-06-30,1982-02-27
Stephen D. Barrett,Stephen D.,Barrett,,18th Dáil,Cork Borough,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Stephen-D-Barrett.D.1954-03-03,1965-04-21,1969-05-22
Stephen D. Barrett,Stephen D.,Barrett,,17th Dáil,Cork Borough,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Stephen-D-Barrett.D.1954-03-03,1961-10-11,1965-03-18
Stephen D. Barrett,Stephen D.,Barrett,,16th Dáil,Cork Borough,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Stephen-D-Barrett.D.1954-03-03,1957-03-20,1961-09-15
Stephen D. Barrett,Stephen D.,Barrett,,15th Dáil,Cork Borough,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Stephen-D-Barrett.D.1954-03-03,1954-06-02,1957-02-12
Stephen D. Barrett,Stephen D.,Barrett,,14th Dáil,Cork Borough,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Stephen-D-Barrett.D.1954-03-03,1954-03-03,1954-04-24
Sylvester Barrett,Sylvester,Barrett,,24th Dáil,Clare,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Sylvester-Barrett.D.1968-03-14,1982-12-14,1987-01-21
Sylvester Barrett,Sylvester,Barrett,,23rd Dáil,Clare,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Sylvester-Barrett.D.1968-03-14,1982-03-09,1982-11-04
Sylvester Barrett,Sylvester,Barrett,,22nd Dáil,Clare,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Sylvester-Barrett.D.1968-03-14,1981-06-30,1982-02-27
Sylvester Barrett,Sylvester,Barrett,,21st Dáil,Clare,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Sylvester-Barrett.D.1968-03-14,1977-07-05,1981-05-21
Sylvester Barrett,Sylvester,Barrett,,20th Dáil,Clare,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Sylvester-Barrett.D.1968-03-14,1973-03-14,1977-05-25
Sylvester Barrett,Sylvester,Barrett,,19th Dáil,Clare,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Sylvester-Barrett.D.1968-03-14,1969-07-02,1973-02-05
Sylvester Barrett,Sylvester,Barrett,,18th Dáil,Clare,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Sylvester-Barrett.D.1968-03-14,1968-03-14,1969-05-22
William Barrington,William,Barrington,,1928 Seanad,1928,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/William-Barrington.S.1922-12-06,1928-12-06,1931-12-05
William Barrington,William,Barrington,,1925 Seanad,1925,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/William-Barrington.S.1922-12-06,1925-12-06,1928-12-05
William Barrington,William,Barrington,,1922 Seanad,,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/William-Barrington.S.1922-12-06,1922-12-06,1925-12-05
Joseph Barron,Joseph,Barron,,17th Dáil,Dublin South-Central,Clann na Poblachta,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Joseph-Barron.D.1961-10-11,1961-10-11,1965-03-18
Anthony Barry,Anthony,Barry,,17th Dáil,Cork Borough,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Anthony-Barry.D.1954-06-02,1961-10-11,1965-03-18
Anthony Barry,Anthony,Barry,,9th Seanad,Cultural and Educational Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Anthony-Barry.D.1954-06-02,1957-05-22,1961-09-01
Anthony Barry,Anthony,Barry,,15th Dáil,Cork Borough,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Anthony-Barry.D.1954-06-02,1954-06-02,1957-02-12
Mick Barry,Mick,Barry,,32nd Dáil,Cork North-Central,Anti-Austerity Alliance - People Before Profit,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mick-Barry.D.2016-10-03,2016-03-10,2020-01-14
Mick Barry,Mick,Barry,,33rd Dáil,Cork North-Central,People Before Profit-Solidarity,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mick-Barry.D.2016-10-03,2020-02-08,2024-11-08
Myra Barry,Myra,Barry,,24th Dáil,Cork East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Myra-Barry.D.1979-11-07,1982-12-14,1987-01-21
Myra Barry,Myra,Barry,,23rd Dáil,Cork East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Myra-Barry.D.1979-11-07,1982-03-09,1982-11-04
Myra Barry,Myra,Barry,,22nd Dáil,Cork East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Myra-Barry.D.1979-11-07,1981-06-30,1982-02-27
Myra Barry,Myra,Barry,,21st Dáil,Cork North East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Myra-Barry.D.1979-11-07,1979-11-07,1981-05-21
Peter Barry,Peter,Barry,,27th Dáil,Cork South-Central,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Barry.D.1969-07-02,1992-12-14,1997-05-15
Peter Barry,Peter,Barry,,26th Dáil,Cork South-Central,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Barry.D.1969-07-02,1989-06-29,1992-11-05
Peter Barry,Peter,Barry,,25th Dáil,Cork South-Central,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Barry.D.1969-07-02,1987-03-10,1989-05-25
Peter Barry,Peter,Barry,,24th Dáil,Cork South-Central,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Barry.D.1969-07-02,1982-12-14,1987-01-21
Peter Barry,Peter,Barry,,23rd Dáil,Cork South-Central,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Barry.D.1969-07-02,1982-03-09,1982-11-04
Peter Barry,Peter,Barry,,22nd Dáil,Cork South-Central,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Barry.D.1969-07-02,1981-06-30,1982-02-27
Peter Barry,Peter,Barry,,21st Dáil,Cork City,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Barry.D.1969-07-02,1977-07-05,1981-05-21
Peter Barry,Peter,Barry,,20th Dáil,Cork City South-East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Barry.D.1969-07-02,1973-03-14,1977-05-25
Peter Barry,Peter,Barry,,19th Dáil,Cork City South-East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Barry.D.1969-07-02,1969-07-02,1973-02-05
Richard Barry,Richard,Barry,,21st Dáil,Cork North East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Barry.D.1953-06-18,1977-07-05,1981-05-21
Richard Barry,Richard,Barry,,20th Dáil,Cork North East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Barry.D.1953-06-18,1973-03-14,1977-05-25
Richard Barry,Richard,Barry,,19th Dáil,Cork North East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Barry.D.1953-06-18,1969-07-02,1973-02-05
Richard Barry,Richard,Barry,,18th Dáil,Cork North East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Barry.D.1953-06-18,1965-04-21,1969-05-22
Richard Barry,Richard,Barry,,17th Dáil,Cork North East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Barry.D.1953-06-18,1961-10-11,1965-03-18
Richard Barry,Richard,Barry,,16th Dáil,Cork East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Barry.D.1953-06-18,1957-03-20,1961-09-15
Richard Barry,Richard,Barry,,15th Dáil,Cork East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Barry.D.1953-06-18,1954-06-02,1957-02-12
Richard Barry,Richard,Barry,,14th Dáil,Cork East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Richard-Barry.D.1953-06-18,1953-06-18,1954-04-24
Tom Barry,Tom,Barry,,31st Dáil,Cork East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-Barry.D.2011-03-09,2011-03-09,2016-03-09
