"month","in_government","Topic_ID","Score","Role","Topic_Label","Regime"
2015-05-01,"0","T4",0.000250591351610192,"Opposition","T4: Tuam Site & Excavation","Managerial"
2015-05-01,"0","T5",0.0546187815983909,"Opposition","T5: Childcare Funding","Managerial"
2015-05-01,"0","T6",0.0371696775706674,"Opposition","T6: Human Rights & Legislation","Exploratory"
2015-05-01,"0","T7",0.00495863931836325,"Opposition","T7: Commission Reports & Delays","Other"
2015-05-01,"0","T8",0.000752834753379046,"Opposition","T8: Redress Administration","Managerial"
2015-05-01,"0","T9",0.00831811913525597,"Opposition","T9: Adoption & Identity","Other"
2015-05-01,"0","T10",0.000376301147055139,"Opposition","T10: Archives & Records","Other"
2015-05-01,"0","T11",0.00191694450736796,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2015-05-01,"0","T12",0.00752316935845527,"Opposition","T12: Family Law & Social Norms","Exploratory"
2015-05-01,"0","T13",0.00552305310586554,"Opposition","T13: Parliamentary Procedure","Managerial"
2015-05-01,"0","T14",0.00566835985784042,"Opposition","T14: Order of Business & Seanad","Managerial"
2015-05-01,"0","T15",0.202462429655658,"Opposition","T15: Abortion & Eighth Amendment","Other"
2015-05-01,"0","T16",0.0949096093011996,"Opposition","T16: Informal & Direct Debate","Exploratory"
2015-05-01,"0","T17",0.0408115439244129,"Opposition","T17: Commission Scope & Establishment","Managerial"
2015-05-01,"0","T18",0.445120870336392,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2015-05-01,"0","T19",0.0121664788359898,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2015-05-01,"0","T20",0.0270432648928363,"Opposition","T20: Formal & Supportive Debate","Managerial"
2015-05-01,"0","T21",0.00223116105907677,"Opposition","T21: Irish Language","Exploratory"
2015-05-01,"0","T22",0.00215844905551399,"Opposition","T22: Church Role","Exploratory"
2015-06-01,"0","T1",0.0475543630348003,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2015-06-01,"0","T2",0.00280710488081982,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2015-06-01,"0","T3",0.0411233794415474,"Opposition","T3: Party Politics","Exploratory"
2015-06-01,"0","T4",0.00472130115116642,"Opposition","T4: Tuam Site & Excavation","Managerial"
2015-06-01,"0","T5",0.0125172614675285,"Opposition","T5: Childcare Funding","Managerial"
2015-06-01,"0","T6",0.0153316634137652,"Opposition","T6: Human Rights & Legislation","Exploratory"
2015-06-01,"0","T7",0.0300859405346984,"Opposition","T7: Commission Reports & Delays","Other"
2015-06-01,"0","T8",0.00112356250614106,"Opposition","T8: Redress Administration","Managerial"
2015-06-01,"0","T9",0.014536219299292,"Opposition","T9: Adoption & Identity","Other"
2015-06-01,"0","T10",0.0012752402726126,"Opposition","T10: Archives & Records","Other"
2015-06-01,"0","T11",0.129776593462323,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2015-06-01,"0","T12",0.00250027599216166,"Opposition","T12: Family Law & Social Norms","Exploratory"
2015-06-01,"0","T13",0.0146597710588283,"Opposition","T13: Parliamentary Procedure","Managerial"
2015-06-01,"0","T14",0.322161458676822,"Opposition","T14: Order of Business & Seanad","Managerial"
2015-06-01,"0","T15",0.0555218735601452,"Opposition","T15: Abortion & Eighth Amendment","Other"
2015-06-01,"0","T16",0.0312993897996826,"Opposition","T16: Informal & Direct Debate","Exploratory"
2015-06-01,"0","T17",0.0917152354857642,"Opposition","T17: Commission Scope & Establishment","Managerial"
2015-06-01,"0","T18",0.00354598701692024,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2015-06-01,"0","T19",0.0245451364861533,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2015-06-01,"0","T20",0.0101239664620002,"Opposition","T20: Formal & Supportive Debate","Managerial"
2015-06-01,"0","T21",0.0261568468532017,"Opposition","T21: Irish Language","Exploratory"
2015-06-01,"0","T22",0.116917429143626,"Opposition","T22: Church Role","Exploratory"
2015-06-01,"1","T1",0.0214529472327901,"Government","T1: Mother and Baby Homes & County Homes","Other"
2015-06-01,"1","T2",0.00146358470866788,"Government","T2: Survivor Redress & Exclusions","Exploratory"
2015-06-01,"1","T3",0.00355650813659881,"Government","T3: Party Politics","Exploratory"
2015-06-01,"1","T4",0.0122577024537621,"Government","T4: Tuam Site & Excavation","Managerial"
2015-06-01,"1","T5",0.0219491840722265,"Government","T5: Childcare Funding","Managerial"
2015-06-01,"1","T6",0.0231009713498918,"Government","T6: Human Rights & Legislation","Exploratory"
2015-06-01,"1","T7",0.0119589743633806,"Government","T7: Commission Reports & Delays","Other"
2015-06-01,"1","T8",0.00198642540073528,"Government","T8: Redress Administration","Managerial"
2015-06-01,"1","T9",0.00568594524822593,"Government","T9: Adoption & Identity","Other"
2015-06-01,"1","T10",0.000918829606463263,"Government","T10: Archives & Records","Other"
2015-06-01,"1","T11",0.00785273960135516,"Government","T11: Infant Mortality & Vaccine Trials","Exploratory"
2015-06-01,"1","T12",0.00615986206821888,"Government","T12: Family Law & Social Norms","Exploratory"
2015-06-01,"1","T13",0.0062616836025677,"Government","T13: Parliamentary Procedure","Managerial"
2015-06-01,"1","T14",0.666386881890697,"Government","T14: Order of Business & Seanad","Managerial"
2015-06-01,"1","T15",0.00333691438302698,"Government","T15: Abortion & Eighth Amendment","Other"
2015-06-01,"1","T16",0.0680539778130323,"Government","T16: Informal & Direct Debate","Exploratory"
2015-06-01,"1","T17",0.0777523750566638,"Government","T17: Commission Scope & Establishment","Managerial"
2015-06-01,"1","T18",0.00154110867111658,"Government","T18: Grace Case & Child Protection","Exploratory"
2015-06-01,"1","T19",0.00364580764482722,"Government","T19: Survivor Truth & Shame","Exploratory"
2015-06-01,"1","T20",0.0172649386348153,"Government","T20: Formal & Supportive Debate","Managerial"
2015-06-01,"1","T21",0.00158353089827538,"Government","T21: Irish Language","Exploratory"
2015-06-01,"1","T22",0.0358291071626621,"Government","T22: Church Role","Exploratory"
2015-07-01,"0","T1",0.0959371104950489,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2015-07-01,"0","T2",0.01266832821399,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2015-07-01,"0","T3",0.0376949894200784,"Opposition","T3: Party Politics","Exploratory"
2015-07-01,"0","T4",0.00564546845420023,"Opposition","T4: Tuam Site & Excavation","Managerial"
2015-07-01,"0","T5",0.11207857061159,"Opposition","T5: Childcare Funding","Managerial"
2015-07-01,"0","T6",0.015162994410027,"Opposition","T6: Human Rights & Legislation","Exploratory"
2015-07-01,"0","T7",0.0524549030268548,"Opposition","T7: Commission Reports & Delays","Other"
2015-07-01,"0","T8",0.0038242332728542,"Opposition","T8: Redress Administration","Managerial"
2015-07-01,"0","T9",0.0112781387474844,"Opposition","T9: Adoption & Identity","Other"
2015-07-01,"0","T10",0.00267314274130794,"Opposition","T10: Archives & Records","Other"
2015-07-01,"0","T11",0.0144874288448869,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2015-07-01,"0","T12",0.00826956932597629,"Opposition","T12: Family Law & Social Norms","Exploratory"
2015-07-01,"0","T13",0.0195497941733274,"Opposition","T13: Parliamentary Procedure","Managerial"
2015-07-01,"0","T14",0.00813639345988806,"Opposition","T14: Order of Business & Seanad","Managerial"
2015-07-01,"0","T15",0.114405050512682,"Opposition","T15: Abortion & Eighth Amendment","Other"
2015-07-01,"0","T16",0.146589331812021,"Opposition","T16: Informal & Direct Debate","Exploratory"
2015-07-01,"0","T17",0.184691360011732,"Opposition","T17: Commission Scope & Establishment","Managerial"
2015-07-01,"0","T18",0.0677267475157891,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2015-07-01,"0","T19",0.0353073655705307,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2015-07-01,"0","T20",0.0253350751344061,"Opposition","T20: Formal & Supportive Debate","Managerial"
2015-07-01,"0","T21",0.00574984607313432,"Opposition","T21: Irish Language","Exploratory"
2015-07-01,"0","T22",0.0203341581721888,"Opposition","T22: Church Role","Exploratory"
2015-09-01,"0","T1",0.00558127363852189,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2015-09-01,"0","T2",0.00026348726146936,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2015-09-01,"0","T3",0.0490723198604565,"Opposition","T3: Party Politics","Exploratory"
2015-09-01,"0","T4",0.000176160553125226,"Opposition","T4: Tuam Site & Excavation","Managerial"
2015-09-01,"0","T5",0.00216494075818354,"Opposition","T5: Childcare Funding","Managerial"
2015-09-01,"0","T6",0.0208541485994574,"Opposition","T6: Human Rights & Legislation","Exploratory"
2015-09-01,"0","T7",0.000254325876038039,"Opposition","T7: Commission Reports & Delays","Other"
2015-09-01,"0","T8",0.000678636569589633,"Opposition","T8: Redress Administration","Managerial"
2015-09-01,"0","T9",0.00502392195162789,"Opposition","T9: Adoption & Identity","Other"
2015-09-01,"0","T10",0.00036188829661375,"Opposition","T10: Archives & Records","Other"
2015-09-01,"0","T11",0.00166860215115798,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2015-09-01,"0","T12",0.159047045664694,"Opposition","T12: Family Law & Social Norms","Exploratory"
2015-09-01,"0","T13",0.00198239587644573,"Opposition","T13: Parliamentary Procedure","Managerial"
2015-09-01,"0","T14",0.00311105277843717,"Opposition","T14: Order of Business & Seanad","Managerial"
2015-09-01,"0","T15",0.376431998793341,"Opposition","T15: Abortion & Eighth Amendment","Other"
2015-09-01,"0","T16",0.207375430068431,"Opposition","T16: Informal & Direct Debate","Exploratory"
2015-09-01,"0","T17",0.00159094230143196,"Opposition","T17: Commission Scope & Establishment","Managerial"
2015-09-01,"0","T18",0.0090915888624077,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2015-09-01,"0","T19",0.00518648505528294,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2015-09-01,"0","T20",0.059221318737547,"Opposition","T20: Formal & Supportive Debate","Managerial"
2015-09-01,"0","T21",0.00302288819655473,"Opposition","T21: Irish Language","Exploratory"
2015-09-01,"0","T22",0.0878391481491853,"Opposition","T22: Church Role","Exploratory"
2015-10-01,"0","T1",0.0306464208407368,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2015-10-01,"0","T2",0.00236062872117591,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2015-10-01,"0","T3",0.0107423364743046,"Opposition","T3: Party Politics","Exploratory"
2015-10-01,"0","T4",0.00204491421535777,"Opposition","T4: Tuam Site & Excavation","Managerial"
2015-10-01,"0","T5",0.0517974799701537,"Opposition","T5: Childcare Funding","Managerial"
2015-10-01,"0","T6",0.0934088927431847,"Opposition","T6: Human Rights & Legislation","Exploratory"
2015-10-01,"0","T7",0.00642149968137881,"Opposition","T7: Commission Reports & Delays","Other"
2015-10-01,"0","T8",0.00462198248164435,"Opposition","T8: Redress Administration","Managerial"
2015-10-01,"0","T9",0.164492269231016,"Opposition","T9: Adoption & Identity","Other"
2015-10-01,"0","T10",0.00220985407007387,"Opposition","T10: Archives & Records","Other"
2015-10-01,"0","T11",0.00728578516493368,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2015-10-01,"0","T12",0.0171089288632471,"Opposition","T12: Family Law & Social Norms","Exploratory"
2015-10-01,"0","T13",0.016479070469468,"Opposition","T13: Parliamentary Procedure","Managerial"
2015-10-01,"0","T14",0.0158079043136047,"Opposition","T14: Order of Business & Seanad","Managerial"
2015-10-01,"0","T15",0.0353319131898875,"Opposition","T15: Abortion & Eighth Amendment","Other"
2015-10-01,"0","T16",0.267078405728188,"Opposition","T16: Informal & Direct Debate","Exploratory"
2015-10-01,"0","T17",0.0290257551561105,"Opposition","T17: Commission Scope & Establishment","Managerial"
2015-10-01,"0","T18",0.0381440008506958,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2015-10-01,"0","T19",0.0555279550359751,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2015-10-01,"0","T20",0.0712428441618375,"Opposition","T20: Formal & Supportive Debate","Managerial"
2015-10-01,"0","T21",0.00235339799633706,"Opposition","T21: Irish Language","Exploratory"
2015-10-01,"0","T22",0.0758677606406884,"Opposition","T22: Church Role","Exploratory"
2015-11-01,"0","T1",0.0239817264857053,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2015-11-01,"0","T2",0.00259940186555162,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2015-11-01,"0","T3",0.0150284770655389,"Opposition","T3: Party Politics","Exploratory"
2015-11-01,"0","T4",0.000964496544998339,"Opposition","T4: Tuam Site & Excavation","Managerial"
2015-11-01,"0","T5",0.0545181558192618,"Opposition","T5: Childcare Funding","Managerial"
2015-11-01,"0","T6",0.113326526282794,"Opposition","T6: Human Rights & Legislation","Exploratory"
2015-11-01,"0","T7",0.00204797375724795,"Opposition","T7: Commission Reports & Delays","Other"
2015-11-01,"0","T8",0.00331835398610184,"Opposition","T8: Redress Administration","Managerial"
2015-11-01,"0","T9",0.316257312215018,"Opposition","T9: Adoption & Identity","Other"
2015-11-01,"0","T10",0.00600533620064562,"Opposition","T10: Archives & Records","Other"
2015-11-01,"0","T11",0.0263509276179453,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2015-11-01,"0","T12",0.0891096407819327,"Opposition","T12: Family Law & Social Norms","Exploratory"
2015-11-01,"0","T13",0.00178054558799448,"Opposition","T13: Parliamentary Procedure","Managerial"
2015-11-01,"0","T14",0.00224185322992119,"Opposition","T14: Order of Business & Seanad","Managerial"
2015-11-01,"0","T15",0.0080212920868303,"Opposition","T15: Abortion & Eighth Amendment","Other"
2015-11-01,"0","T16",0.173545589501384,"Opposition","T16: Informal & Direct Debate","Exploratory"
2015-11-01,"0","T17",0.0304670331012802,"Opposition","T17: Commission Scope & Establishment","Managerial"
2015-11-01,"0","T18",0.0568567183509283,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2015-11-01,"0","T19",0.0225460027116051,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2015-11-01,"0","T20",0.0392110290840167,"Opposition","T20: Formal & Supportive Debate","Managerial"
2015-11-01,"0","T21",0.0013245867547535,"Opposition","T21: Irish Language","Exploratory"
2015-11-01,"0","T22",0.0104970209685445,"Opposition","T22: Church Role","Exploratory"
2015-11-01,"1","T1",0.191804459498564,"Government","T1: Mother and Baby Homes & County Homes","Other"
2015-11-01,"1","T2",0.0611993318512605,"Government","T2: Survivor Redress & Exclusions","Exploratory"
2015-11-01,"1","T3",0.0173063990040048,"Government","T3: Party Politics","Exploratory"
2015-11-01,"1","T4",0.0101985215044787,"Government","T4: Tuam Site & Excavation","Managerial"
2015-11-01,"1","T5",0.0321312344543428,"Government","T5: Childcare Funding","Managerial"
2015-11-01,"1","T6",0.00548139049745415,"Government","T6: Human Rights & Legislation","Exploratory"
2015-11-01,"1","T7",0.044130719531199,"Government","T7: Commission Reports & Delays","Other"
2015-11-01,"1","T8",0.0354748216404136,"Government","T8: Redress Administration","Managerial"
2015-11-01,"1","T9",0.00569381674448735,"Government","T9: Adoption & Identity","Other"
2015-11-01,"1","T10",0.00235811535252892,"Government","T10: Archives & Records","Other"
2015-11-01,"1","T11",0.049799195937674,"Government","T11: Infant Mortality & Vaccine Trials","Exploratory"
2015-11-01,"1","T12",0.0171815490113694,"Government","T12: Family Law & Social Norms","Exploratory"
2015-11-01,"1","T13",0.0280550615265299,"Government","T13: Parliamentary Procedure","Managerial"
2015-11-01,"1","T14",0.0679810943285674,"Government","T14: Order of Business & Seanad","Managerial"
2015-11-01,"1","T15",0.000644328234457547,"Government","T15: Abortion & Eighth Amendment","Other"
2015-11-01,"1","T16",0.0959116315830983,"Government","T16: Informal & Direct Debate","Exploratory"
2015-11-01,"1","T17",0.155106955133444,"Government","T17: Commission Scope & Establishment","Managerial"
2015-11-01,"1","T18",0.000410861140188968,"Government","T18: Grace Case & Child Protection","Exploratory"
2015-11-01,"1","T19",0.0478038561465481,"Government","T19: Survivor Truth & Shame","Exploratory"
2015-11-01,"1","T20",0.117439436788994,"Government","T20: Formal & Supportive Debate","Managerial"
2015-11-01,"1","T21",0.00493827985656392,"Government","T21: Irish Language","Exploratory"
2015-11-01,"1","T22",0.00894894023383008,"Government","T22: Church Role","Exploratory"
2015-12-01,"0","T1",0.0215546050078831,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2015-12-01,"0","T2",0.00167250003776717,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2015-12-01,"0","T3",0.00672895829921344,"Opposition","T3: Party Politics","Exploratory"
2015-12-01,"0","T4",0.00148318384611479,"Opposition","T4: Tuam Site & Excavation","Managerial"
2015-12-01,"0","T5",0.232844686510595,"Opposition","T5: Childcare Funding","Managerial"
2015-12-01,"0","T6",0.170381498408893,"Opposition","T6: Human Rights & Legislation","Exploratory"
2015-12-01,"0","T7",0.0252541347787717,"Opposition","T7: Commission Reports & Delays","Other"
2015-12-01,"0","T8",0.00782029879771848,"Opposition","T8: Redress Administration","Managerial"
2015-12-01,"0","T9",0.0207446009377758,"Opposition","T9: Adoption & Identity","Other"
2015-12-01,"0","T10",0.00216002229327484,"Opposition","T10: Archives & Records","Other"
2015-12-01,"0","T11",0.0919289636852605,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2015-12-01,"0","T12",0.00922171940581519,"Opposition","T12: Family Law & Social Norms","Exploratory"
2015-12-01,"0","T13",0.0220126039010559,"Opposition","T13: Parliamentary Procedure","Managerial"
2015-12-01,"0","T14",0.0035753371588747,"Opposition","T14: Order of Business & Seanad","Managerial"
2015-12-01,"0","T15",0.017319914624598,"Opposition","T15: Abortion & Eighth Amendment","Other"
2015-12-01,"0","T16",0.0589648968494549,"Opposition","T16: Informal & Direct Debate","Exploratory"
2015-12-01,"0","T17",0.0327551692541755,"Opposition","T17: Commission Scope & Establishment","Managerial"
2015-12-01,"0","T18",0.169576611661858,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2015-12-01,"0","T19",0.0292361728504911,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2015-12-01,"0","T20",0.0274287289676537,"Opposition","T20: Formal & Supportive Debate","Managerial"
2015-12-01,"0","T21",0.0445729267720416,"Opposition","T21: Irish Language","Exploratory"
2015-12-01,"0","T22",0.00276246595071378,"Opposition","T22: Church Role","Exploratory"
2016-01-01,"0","T1",0.0692703560482797,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2016-01-01,"0","T2",0.00634203450312799,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2016-01-01,"0","T3",0.217450983192782,"Opposition","T3: Party Politics","Exploratory"
2016-01-01,"0","T4",0.00226302112817061,"Opposition","T4: Tuam Site & Excavation","Managerial"
2016-01-01,"0","T5",0.157609657881572,"Opposition","T5: Childcare Funding","Managerial"
2016-01-01,"0","T6",0.0530316677125106,"Opposition","T6: Human Rights & Legislation","Exploratory"
2016-01-01,"0","T7",0.0693033205532409,"Opposition","T7: Commission Reports & Delays","Other"
2016-01-01,"0","T8",0.0127387130271373,"Opposition","T8: Redress Administration","Managerial"
2016-01-01,"0","T9",0.0467426207943002,"Opposition","T9: Adoption & Identity","Other"
2016-01-01,"0","T10",0.00581536024338618,"Opposition","T10: Archives & Records","Other"
2016-01-01,"0","T11",0.00420924685620563,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2016-01-01,"0","T12",0.00473874932867446,"Opposition","T12: Family Law & Social Norms","Exploratory"
2016-01-01,"0","T13",0.0524696699077441,"Opposition","T13: Parliamentary Procedure","Managerial"
2016-01-01,"0","T14",0.0182505461835508,"Opposition","T14: Order of Business & Seanad","Managerial"
2016-01-01,"0","T15",0.00399328563102564,"Opposition","T15: Abortion & Eighth Amendment","Other"
2016-01-01,"0","T16",0.0843620888128824,"Opposition","T16: Informal & Direct Debate","Exploratory"
2016-01-01,"0","T17",0.124235237524738,"Opposition","T17: Commission Scope & Establishment","Managerial"
2016-01-01,"0","T18",0.00682784171183381,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2016-01-01,"0","T19",0.00951959656188298,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2016-01-01,"0","T20",0.0413825938929959,"Opposition","T20: Formal & Supportive Debate","Managerial"
2016-01-01,"0","T21",0.00463609593228498,"Opposition","T21: Irish Language","Exploratory"
2016-01-01,"0","T22",0.00480731257167353,"Opposition","T22: Church Role","Exploratory"
2016-02-01,"0","T1",0.0129429999257621,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2016-02-01,"0","T2",0.00220878673983061,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2016-02-01,"0","T3",0.0158458413294993,"Opposition","T3: Party Politics","Exploratory"
2016-02-01,"0","T4",0.000385642322580023,"Opposition","T4: Tuam Site & Excavation","Managerial"
2016-02-01,"0","T5",0.0028561628293874,"Opposition","T5: Childcare Funding","Managerial"
2016-02-01,"0","T6",0.0136091749428814,"Opposition","T6: Human Rights & Legislation","Exploratory"
2016-02-01,"0","T7",0.00761817153417847,"Opposition","T7: Commission Reports & Delays","Other"
2016-02-01,"0","T8",0.00106156606249541,"Opposition","T8: Redress Administration","Managerial"
2016-02-01,"0","T9",0.00154552788551626,"Opposition","T9: Adoption & Identity","Other"
2016-02-01,"0","T10",0.000936656498822704,"Opposition","T10: Archives & Records","Other"
2016-02-01,"0","T11",0.00261568988378656,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2016-02-01,"0","T12",0.00552712686423429,"Opposition","T12: Family Law & Social Norms","Exploratory"
2016-02-01,"0","T13",0.000243669486449116,"Opposition","T13: Parliamentary Procedure","Managerial"
2016-02-01,"0","T14",0.000995068295347755,"Opposition","T14: Order of Business & Seanad","Managerial"
2016-02-01,"0","T15",0.0027597730529458,"Opposition","T15: Abortion & Eighth Amendment","Other"
2016-02-01,"0","T16",0.144287521802249,"Opposition","T16: Informal & Direct Debate","Exploratory"
2016-02-01,"0","T17",0.0660655766006262,"Opposition","T17: Commission Scope & Establishment","Managerial"
2016-02-01,"0","T18",0.438557950213035,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2016-02-01,"0","T19",0.166550185170369,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2016-02-01,"0","T20",0.0507376946348487,"Opposition","T20: Formal & Supportive Debate","Managerial"
2016-02-01,"0","T21",0.059460512667416,"Opposition","T21: Irish Language","Exploratory"
2016-02-01,"0","T22",0.00318870125773882,"Opposition","T22: Church Role","Exploratory"
2016-02-01,"1","T1",0.0176087852662257,"Government","T1: Mother and Baby Homes & County Homes","Other"
2016-02-01,"1","T2",0.00275312851340427,"Government","T2: Survivor Redress & Exclusions","Exploratory"
2016-02-01,"1","T3",0.0272416083157544,"Government","T3: Party Politics","Exploratory"
2016-02-01,"1","T4",0.000475044432950618,"Government","T4: Tuam Site & Excavation","Managerial"
2016-02-01,"1","T5",0.0355622469208605,"Government","T5: Childcare Funding","Managerial"
2016-02-01,"1","T6",0.124078395274577,"Government","T6: Human Rights & Legislation","Exploratory"
2016-02-01,"1","T7",0.0167608156192513,"Government","T7: Commission Reports & Delays","Other"
2016-02-01,"1","T8",0.0291378711261656,"Government","T8: Redress Administration","Managerial"
2016-02-01,"1","T9",0.00373667295735306,"Government","T9: Adoption & Identity","Other"
2016-02-01,"1","T10",0.00214319530994053,"Government","T10: Archives & Records","Other"
2016-02-01,"1","T11",0.00319026112364525,"Government","T11: Infant Mortality & Vaccine Trials","Exploratory"
2016-02-01,"1","T12",0.0251522629496329,"Government","T12: Family Law & Social Norms","Exploratory"
2016-02-01,"1","T13",0.00145388329957273,"Government","T13: Parliamentary Procedure","Managerial"
2016-02-01,"1","T14",0.00159607677674093,"Government","T14: Order of Business & Seanad","Managerial"
2016-02-01,"1","T15",0.0084642889975984,"Government","T15: Abortion & Eighth Amendment","Other"
2016-02-01,"1","T16",0.0919374178637714,"Government","T16: Informal & Direct Debate","Exploratory"
2016-02-01,"1","T17",0.244451519060538,"Government","T17: Commission Scope & Establishment","Managerial"
2016-02-01,"1","T18",0.136823842737712,"Government","T18: Grace Case & Child Protection","Exploratory"
2016-02-01,"1","T19",0.196413439333392,"Government","T19: Survivor Truth & Shame","Exploratory"
2016-02-01,"1","T20",0.0183500451344607,"Government","T20: Formal & Supportive Debate","Managerial"
2016-02-01,"1","T21",0.00613984075731118,"Government","T21: Irish Language","Exploratory"
2016-02-01,"1","T22",0.00652935822914116,"Government","T22: Church Role","Exploratory"
2016-05-01,"0","T1",0.0378821405810723,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2016-05-01,"0","T2",0.00599625545686178,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2016-05-01,"0","T3",0.0397093303612062,"Opposition","T3: Party Politics","Exploratory"
2016-05-01,"0","T4",0.0024119352111594,"Opposition","T4: Tuam Site & Excavation","Managerial"
2016-05-01,"0","T5",0.0456415474349885,"Opposition","T5: Childcare Funding","Managerial"
2016-05-01,"0","T6",0.281957600446015,"Opposition","T6: Human Rights & Legislation","Exploratory"
2016-05-01,"0","T7",0.00695320000785766,"Opposition","T7: Commission Reports & Delays","Other"
2016-05-01,"0","T8",0.00249098523824738,"Opposition","T8: Redress Administration","Managerial"
2016-05-01,"0","T9",0.145795609925138,"Opposition","T9: Adoption & Identity","Other"
2016-05-01,"0","T10",0.00128268414177222,"Opposition","T10: Archives & Records","Other"
2016-05-01,"0","T11",0.0277909863614317,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2016-05-01,"0","T12",0.165733809484912,"Opposition","T12: Family Law & Social Norms","Exploratory"
2016-05-01,"0","T13",0.00994520528100963,"Opposition","T13: Parliamentary Procedure","Managerial"
2016-05-01,"0","T14",0.0112855672231132,"Opposition","T14: Order of Business & Seanad","Managerial"
2016-05-01,"0","T15",0.00340325442947875,"Opposition","T15: Abortion & Eighth Amendment","Other"
2016-05-01,"0","T16",0.0526912046312651,"Opposition","T16: Informal & Direct Debate","Exploratory"
2016-05-01,"0","T17",0.0229333271886069,"Opposition","T17: Commission Scope & Establishment","Managerial"
2016-05-01,"0","T18",0.0121730899966192,"Opposition","T18: Grace Case & Child Protection","Exploratory"
2016-05-01,"0","T19",0.029576094250177,"Opposition","T19: Survivor Truth & Shame","Exploratory"
2016-05-01,"0","T20",0.0664233205009446,"Opposition","T20: Formal & Supportive Debate","Managerial"
2016-05-01,"0","T21",0.0245396254844124,"Opposition","T21: Irish Language","Exploratory"
2016-05-01,"0","T22",0.00338322636371115,"Opposition","T22: Church Role","Exploratory"
2016-06-01,"0","T1",0.0803316307222358,"Opposition","T1: Mother and Baby Homes & County Homes","Other"
2016-06-01,"0","T2",0.00662695115116833,"Opposition","T2: Survivor Redress & Exclusions","Exploratory"
2016-06-01,"0","T3",0.0129359054733136,"Opposition","T3: Party Politics","Exploratory"
2016-06-01,"0","T4",0.0104783203387092,"Opposition","T4: Tuam Site & Excavation","Managerial"
2016-06-01,"0","T5",0.277831415895698,"Opposition","T5: Childcare Funding","Managerial"
2016-06-01,"0","T6",0.054103530731801,"Opposition","T6: Human Rights & Legislation","Exploratory"
2016-06-01,"0","T7",0.0766398169034787,"Opposition","T7: Commission Reports & Delays","Other"
2016-06-01,"0","T8",0.00922112415306083,"Opposition","T8: Redress Administration","Managerial"
2016-06-01,"0","T9",0.033993615107981,"Opposition","T9: Adoption & Identity","Other"
2016-06-01,"0","T10",0.00550121861908906,"Opposition","T10: Archives & Records","Other"
2016-06-01,"0","T11",0.00536369469120377,"Opposition","T11: Infant Mortality & Vaccine Trials","Exploratory"
2016-06-01,"0","T12",0.00742043975010192,"Opposition","T12: Family Law & Social Norms","Exploratory"
2016-06-01,"0","T13",0.0155285239216113,"Opposition","T13: Parliamentary Procedure","Managerial"
