speaker_norm,in_government,date,speech_idx,Managerial,Exploratory,parlasent_sentiment_sent,survivor_similarity_sent
micheal martin,1,2020-10-14,0,0.0792872992703015,0.0865358431742069,2.5257753992080687,0.34770584
sean canney,0,2020-09-08,0,0.413951829380913,0.261981265086485,2.7067726850509644,0.3246146
catherine connolly,1,2020-05-20,0,0.170798314158952,0.301864598207527,1.8487523272633553,0.3423164
catherine connolly,1,2020-05-06,0,0.416720457659427,0.367237646815669,3.810503708819548,0.43250072
catherine connolly,1,2020-05-06,1,0.129453813677053,0.677654897366837,2.1877329364418983,0.5383705
kathleen lynch,0,2010-11-25,0,0.19297959351067,0.682039119590695,1.9420868966947584,0.36300868
catherine connolly,1,2017-12-13,0,0.328331813575489,0.153758652540594,1.9976287223398683,0.25460285
katherine zappone,1,2017-12-12,0,0.50596108879378,0.0586810423554487,3.4770494773983955,0.23828888
victor boyhan,1,2017-12-06,0,0.192764973930727,0.595027282036455,1.9867732498794797,0.42981988
lynn ruane,1,2017-11-15,0,0.0869862472808789,0.553993870234416,1.530452113794653,0.49295643
victor boyhan,1,2017-10-24,0,0.595564557005766,0.195913057577402,3.02104725963191,0.25441006
katherine zappone,1,2017-06-01,0,0.707842999938235,0.100564821673725,3.2750473948461667,0.3507521
anne rabbitte,0,2017-06-01,0,0.654490630708947,0.209779161966713,4.10430287859506,0.35422295
fiona o'loughlin,0,2017-06-01,0,0.444344631091429,0.443489407062742,3.262286717477052,0.33023313
catherine connolly,1,2017-06-01,0,0.192265054849102,0.4732615504986,1.7769207793978914,0.50489724
maureen o'sullivan,1,2017-06-01,0,0.278655057358031,0.666038847515835,2.4712047906536045,0.47865722
katherine zappone,1,2017-06-01,1,0.387315243094004,0.450920916202172,3.1474606011922543,0.37365788
david p.b. norris,1,2017-05-17,0,0.0731519208223874,0.410721764743178,1.9217638337612153,0.46983927
katherine zappone,1,2017-05-17,0,0.39307458757317,0.469516632941715,3.3838234736963555,0.30050883
katherine zappone,1,2017-05-17,1,0.571463275848495,0.0667417619908437,2.804265204267424,0.31292084
jennifer murnane o'connor,0,2017-05-17,0,0.368511159094164,0.415003892552412,2.3680009569336726,0.5096201
victor boyhan,1,2017-05-17,0,0.291519560889602,0.630388609229488,1.7826312021567272,0.5980837
alice-mary higgins,1,2017-05-17,0,0.325067271001907,0.542985417330093,1.72896605000851,0.43090743
ivana bacik,0,2017-05-17,0,0.34960199415925,0.450912755912575,2.3133007439248487,0.3941309
ivana bacik,0,2017-05-17,1,0.104459871602298,0.656439284843184,1.985565917359458,0.46804178
frances black,1,2017-05-17,0,0.264811410598143,0.502767346138486,1.9119973761193896,0.4402724
katherine zappone,1,2017-05-17,2,0.392292361015622,0.29091340862164,2.4654724237819514,0.3998938
frances black,1,2017-05-16,0,0.168352587887747,0.797435006937629,1.9500540907252324,0.31911546
catherine connolly,1,2017-04-13,0,0.128471409715057,0.753350788900552,1.7878514238529737,0.4060705
catherine connolly,1,2017-04-13,1,0.24399298626908,0.614435725546932,1.4223165214061737,0.5207541
catherine connolly,1,2017-04-13,2,0.266976608229795,0.357657948582867,2.108272691567739,0.44452533
catherine connolly,1,2017-04-13,3,0.257479485339273,0.321103624890967,1.9615505933761597,0.44207674
catherine connolly,1,2017-04-13,4,0.190160422661671,0.681881009593222,1.7597363591194153,0.3908175
catherine connolly,1,2017-04-13,5,0.132827768461819,0.706375398355123,0.8152031706912177,0.43153897
catherine connolly,1,2017-04-13,6,0.36815696608636,0.349555947688555,2.679207682609558,0.23974788
catherine connolly,1,2017-04-13,7,0.193806955392277,0.608027063290695,1.5218929316509853,0.42052448
aodhan o riordain,0,2017-04-12,0,0.446135755504382,0.526760183137269,2.692389304637909,0.23639488
ronan mullen,1,2017-04-12,0,0.259965703489476,0.670098677137488,0.9688248952229818,0.2900279
joan burton,0,2017-04-12,0,0.189943808235108,0.426728146253035,0.4282393040401595,0.29127407
joan burton,0,2017-04-12,1,0.230105911692488,0.564558003826064,0.0655954579512278,0.35215336
katherine zappone,1,2017-04-12,0,0.375222158779375,0.0747478644702847,2.5543165849521756,0.28125852
joan burton,0,2017-04-12,2,0.236021179341944,0.572729135654998,1.8460886795073748,0.4159807
katherine zappone,1,2017-04-12,1,0.280026345538668,0.549219522423838,2.4756732614416825,0.41187382
frances black,1,2017-04-11,0,0.0848176279621508,0.884374040976295,1.2162988646463917,0.2869684
sean o fearghail,0,2017-03-30,0,0.740011135140774,0.136133150878069,2.4595604737599692,0.25578934
mattie mcgrath,1,2017-03-29,0,0.197668030335671,0.785738625092605,1.6928762319865962,0.5318663
joan burton,0,2017-03-28,0,0.185076422681404,0.673830345366945,1.9549349801880973,0.19293784
katherine zappone,1,2017-03-28,0,0.745534690280587,0.0781516456986186,2.714995350688696,0.23527338
anne rabbitte,0,2017-03-28,0,0.303823779402924,0.308573844941431,1.6868586142857869,0.33890286
joan burton,0,2017-03-23,0,0.261067157948861,0.193614663532117,1.3449089867728097,0.25392875
mary butler,0,2017-03-22,0,0.478820127823063,0.355410731941495,1.9805761823164565,0.54640365
micheal martin,0,2017-03-22,0,0.0705294569741654,0.882366539782459,0.8704746749114107,0.3974128
katherine zappone,1,2017-03-21,0,0.639522976512008,0.24360995824041,2.9086272484407973,0.3613953
anne rabbitte,0,2017-03-21,0,0.60071427048973,0.30065088147451,2.5833419730534426,0.44308048
mary butler,0,2017-03-21,0,0.377695195527469,0.419329252097381,2.1267431693151595,0.5826641
fiona o'loughlin,0,2017-03-21,0,0.257716346658763,0.595721442352078,2.2460903227329254,0.40000424
catherine connolly,1,2017-03-21,0,0.127469978532359,0.683774979429073,1.3347891602785356,0.4776693
danny healy-rae,1,2017-03-21,0,0.297817088938874,0.607264088494306,2.013551703709014,0.5666554
sean canney,1,2017-03-21,0,0.698766625117792,0.162887327290138,2.532466442664949,0.40423942
katherine zappone,1,2017-03-09,0,0.44058210217259,0.495468181832739,2.5437469257641645,0.4527617
lynn ruane,1,2017-03-09,0,0.182661367636928,0.69365347997162,1.8137336245179176,0.6017879
jennifer murnane o'connor,0,2017-03-09,0,0.485641727360325,0.323944718405451,2.496537711809982,0.53759754
alice-mary higgins,1,2017-03-09,0,0.233830619158924,0.694202919496819,1.6708998363853125,0.46483016
victor boyhan,1,2017-03-09,0,0.663793990890721,0.316506053649702,3.3491626411092046,0.64859927
katherine zappone,1,2017-03-09,1,0.590473257153095,0.337777595269217,3.226159863000692,0.48056096
ivana bacik,0,2017-03-09,0,0.312091981348037,0.613154987634132,1.7853776281699538,0.4673768
finian mcgrath,1,2017-03-09,0,0.48152905816047,0.478971218017204,2.645850053437206,0.44886124
katherine zappone,1,2017-03-09,2,0.411005729574229,0.522538496316265,2.5130356147087047,0.45998704
anne rabbitte,0,2017-03-09,0,0.448358780628529,0.439255971283921,2.147782449949194,0.60410607
maureen o'sullivan,1,2017-03-09,0,0.441794156889551,0.449440940963874,2.1743848086334765,0.49463922
catherine connolly,1,2017-03-09,0,0.0788479863253753,0.804725130076635,1.8013758805713482,0.4972698
sean canney,1,2017-03-09,0,0.524903808331857,0.399010386910477,2.999646140469445,0.5213749
lisa chambers,0,2017-03-09,0,0.0946238194761256,0.851966754546792,0.686050595715642,0.51700175
lorraine clifford-lee,0,2017-03-08,0,0.261571061127116,0.614092214757088,1.299665908905722,0.50314546
mary butler,0,2017-03-08,0,0.164191673067659,0.773839289827097,1.8668213488161565,0.5965021
catherine connolly,1,2017-03-08,0,0.241629762444556,0.590406612534202,1.2419007943513305,0.4529709
michael mcgrath,0,2017-03-08,0,0.114678749426656,0.842659945210354,1.550429951293128,0.35859853
catherine ardagh,0,2017-03-07,0,0.55343318865469,0.352367938936282,2.704642878128932,0.42206448
frances black,1,2017-03-07,0,0.116884501344617,0.745560203626408,1.4784076809883118,0.47222868
ivana bacik,0,2017-03-07,0,0.312540492095664,0.4461779061552,1.8921800873109271,0.49113318
alice-mary higgins,1,2017-03-07,0,0.295506431659024,0.595929987186168,1.721946033090353,0.43103445
jennifer murnane o'connor,0,2017-03-07,0,0.700630080113969,0.206271547519166,1.7234711764114243,0.32444134
micheal martin,0,2017-03-07,0,0.186966039488211,0.742466246556267,1.116886607930064,0.41227025
joan burton,0,2017-03-07,0,0.321400306754333,0.601363891039892,1.067253996782443,0.4639151
catherine connolly,1,2017-03-07,0,0.0998208712955143,0.80610562194044,2.287165469593472,0.33726972
eamon o cuiv,0,2017-03-07,0,0.0814105949047624,0.573705015286627,1.630357776640677,0.4021239
alice-mary higgins,1,2017-02-14,0,0.109523679426083,0.693445750266672,1.4360065514014826,0.34205094
alice-mary higgins,1,2017-01-31,0,0.136974563710392,0.649573587028021,2.219446897506714,0.28918594
thomas pringle,0,2021-12-07,0,0.182337880642727,0.2414320362246,1.2772903069853785,0.17076528
gerard p. craughwell,0,2021-11-30,0,0.104308464371325,0.861172452028847,1.7356409662786652,0.6926739
ivana bacik,0,2021-11-25,0,0.478252892639287,0.403370664710612,2.5986958548116186,0.500965
jennifer murnane o'connor,1,2021-11-25,0,0.389137437588356,0.498932963650383,2.354773934294538,0.41454154
niamh smyth,1,2021-11-25,0,0.394340486561571,0.367893797688598,2.012102964733328,0.5119754
catherine connolly,0,2021-11-25,0,0.241310160814002,0.70795119434706,1.808847771676844,0.5047575
thomas pringle,0,2021-11-24,0,0.0828716933087457,0.822715977980386,1.6142646309976676,0.3399129
catherine connolly,0,2021-11-24,0,0.673356166377512,0.207059362159488,2.134150445461273,0.22111163
catherine ardagh,1,2021-11-23,0,0.495737455598945,0.417481675512617,2.2487499012301364,0.42514315
ivana bacik,0,2021-11-23,0,0.427321088903154,0.482722270913089,2.138154591619968,0.43718708
sean canney,0,2021-11-23,0,0.216595871860943,0.753857398625225,1.987808347197182,0.5735852
danny healy-rae,0,2021-11-23,0,0.157305131967716,0.700335796737242,1.4202933531938766,0.5140646
thomas pringle,0,2021-11-23,0,0.206503715990566,0.708060779312026,1.238119338966302,0.4129321
catherine connolly,0,2021-11-23,0,0.111314455448231,0.801729828412684,2.0023455776274206,0.43165284
anne rabbitte,1,2021-11-23,0,0.626883209031173,0.246612720437522,3.282314140827228,0.30432427
fiona o'loughlin,1,2021-11-18,0,0.475285595245435,0.229833967817169,3.931724657183108,0.27448183
lisa chambers,1,2021-11-17,0,0.732409656057265,0.247149366580226,2.864495903976036,0.36063716
catherine connolly,0,2021-11-17,0,0.122426035668848,0.777024555451825,1.9102705444152257,0.4065457
anne rabbitte,1,2021-11-16,0,0.371375383230188,0.0882091797388216,3.288635683782173,0.27256164
micheal martin,1,2021-11-16,0,0.646559988557632,0.302079402886178,3.1510459210561668,0.27057746
micheal martin,1,2021-11-16,1,0.584717438933817,0.140086786218472,3.938299655914306,0.26753536
micheal martin,1,2021-11-16,2,0.345470969175884,0.28104017013623,2.191119177473916,0.2930199
aodhan o riordain,0,2021-11-11,0,0.0872868971272775,0.764788117454774,0.9857551554167592,0.40972114
catherine connolly,0,2021-11-09,0,0.0964651338082191,0.680640286783417,1.5404053802291553,0.41101342
micheal martin,1,2021-11-09,0,0.26130983276938,0.512981051996804,3.3856495678424836,0.21247363
jennifer murnane o'connor,1,2021-10-07,0,0.320620946407295,0.201524709757058,2.7988383173942566,0.31119114
jennifer murnane o'connor,1,2021-10-07,1,0.641120583153449,0.214697700793328,4.092308923602104,0.35029846
sean o fearghail,1,2021-09-29,0,0.414720518199238,0.414517487900507,1.439905945211649,0.2735196
catherine connolly,0,2021-09-16,0,0.203298343237017,0.785711968869849,1.7963177007494382,0.34877643
catherine connolly,0,2021-09-16,1,0.051342337227449,0.702291862474391,1.796648581902827,0.5233685
thomas pringle,0,2021-09-16,0,0.229415735293835,0.329558529684631,2.596401078537816,0.33597308
micheal martin,1,2021-09-15,0,0.263928556347785,0.0618969556319395,2.3781315883000693,0.3252604
micheal martin,1,2021-09-15,1,0.54443722448071,0.162924136119643,3.415262491575309,0.23977146
sean o fearghail,1,2021-07-13,0,0.675020521301074,0.167657549243926,3.704792605205016,0.3553448
catherine connolly,0,2021-07-07,0,0.0956187824491036,0.645582752609566,1.7791788180669148,0.22228676
alice-mary higgins,0,2021-07-05,0,0.127068296690839,0.830600048483065,1.9367391831345029,0.24850361
lorraine clifford-lee,1,2021-07-02,0,0.0731661671307773,0.750960613272164,2.4219133723527193,0.41640186
thomas pringle,0,2021-06-29,0,0.712838938228079,0.211894500806433,2.277257277595776,0.29201365
catherine connolly,0,2021-06-23,0,0.0730618405163219,0.895564676682253,1.9627761479753711,0.47986066
micheal martin,1,2021-06-16,0,0.246507765364184,0.178784576881351,2.285385429859162,0.17963278
sean o fearghail,1,2021-06-15,0,0.779134432669456,0.0843081636192342,2.580666737258434,0.34036416
jennifer murnane o'connor,1,2021-06-15,0,0.409611925665703,0.400141973906247,2.480347948148846,0.4609744
micheal martin,1,2021-06-15,0,0.134453503938731,0.111483360660999,2.550803403059642,0.12527958
fiona o'loughlin,1,2021-06-14,0,0.290415705620601,0.403640837709724,2.090574074408104,0.3332629
alice-mary higgins,0,2021-06-14,0,0.292578768343236,0.678461060256815,1.9234481737017632,0.3360789
frances black,0,2021-06-14,0,0.377519309893885,0.579398926632955,2.0144560718626687,0.37969294
thomas pringle,0,2021-05-27,0,0.559240005729354,0.320768207553565,2.304177403450012,0.218045
thomas pringle,0,2021-05-27,1,0.499950719068693,0.375595185976087,3.589918454488118,0.31477803
jennifer murnane o'connor,1,2021-05-18,0,0.401407699845131,0.480607537861028,2.4212890416383743,0.415381
sean o fearghail,1,2021-05-18,0,0.43595417161625,0.417308889997184,3.9301463535853793,0.32892653
micheal martin,1,2021-04-27,0,0.243204247668088,0.305665262944895,2.1530643939971923,0.41076887
sean o fearghail,1,2021-04-27,0,0.89085973559972,0.0611520649614235,2.8166264178174916,0.3207575
jennifer murnane o'connor,1,2021-04-27,0,0.398925275128836,0.318324677390185,2.5831696864749705,0.42468476
mattie mcgrath,0,2021-04-22,0,0.061953354388217,0.909756454376724,0.8951332286438521,0.4362327
thomas pringle,0,2021-04-21,0,0.703639269971213,0.146562586218059,2.995986541112264,0.24023265
micheal martin,1,2021-04-21,0,0.638551432761182,0.207883339618239,3.2735812664031982,0.19326313
sean o fearghail,1,2021-04-14,0,0.902226578947498,0.0647567137045746,2.8206459444666665,0.29856074
jennifer murnane o'connor,1,2021-04-14,0,0.345729204895083,0.228854110407952,3.049524264037609,0.41695476
sean o fearghail,1,2021-04-14,1,0.915199573290768,0.0537631656775981,2.8232611042481883,0.28280312
catherine connolly,0,2021-04-01,0,0.96653989334346,0.0168826507120926,2.361807346343994,0.22882867
thomas pringle,0,2021-03-31,0,0.162244339230961,0.645247183528585,1.6218736057098095,0.4393063
sean o fearghail,1,2021-03-25,0,0.971082612272942,0.0138533297164639,2.451457977294922,0.1980739
jennifer murnane o'connor,1,2021-03-23,0,0.59687386187432,0.316790400927848,2.866291818293658,0.31145853
ronan mullen,0,2021-03-12,0,0.21128880645378,0.698957459414456,2.364032823178503,0.42394394
danny healy-rae,0,2021-03-10,0,0.192099400341073,0.545650894296597,2.2437689374936256,0.57007647
michael collins,0,2021-03-10,0,0.0756314433078825,0.38112011778153,2.516353642834084,0.31653848
catherine connolly,0,2021-03-10,0,0.0850023000796511,0.6671783543714,1.915618801303208,0.4901482
thomas pringle,0,2021-03-10,0,0.243047849082446,0.168466204542026,3.5065544520815215,0.33439463
ivana bacik,0,2021-03-09,0,0.421715962106971,0.285919979138392,2.841091351211071,0.43126774
alice-mary higgins,0,2021-03-08,0,0.0446370702929406,0.877733935970855,1.440521532545487,0.4627654
catherine ardagh,1,2021-03-08,0,0.469552793029185,0.30104515248201,2.8072297610342503,0.32824346
ivana bacik,0,2021-03-05,0,0.205306411361011,0.211472111450555,2.947116789718469,0.41015345
anne rabbitte,1,2021-03-04,0,0.299492161597072,0.502123755732675,2.2767191926638284,0.38594675
jennifer murnane o'connor,1,2021-03-04,0,0.225088286240307,0.314536302928559,1.8790865221873243,0.32146233
micheal martin,1,2021-03-03,0,0.184093431626909,0.153504085380863,1.7910224919517834,0.38091463
fiona o'loughlin,1,2021-03-01,0,0.603625638462669,0.260404388535761,1.828856046497822,0.50457776
michael collins,0,2021-02-24,0,0.0893766106598595,0.508029609260531,1.224027784275157,0.33055964
anne rabbitte,1,2021-02-24,0,0.438977307765129,0.234408464057989,2.660013371370208,0.39783645
lorraine clifford-lee,1,2021-02-19,0,0.233556352035294,0.550676443515548,1.3944338339749935,0.4931928
frances black,0,2021-02-19,0,0.107852724429256,0.41361099805389,1.2528030604801397,0.4283758
victor boyhan,0,2021-02-19,0,0.282901384330504,0.24450137402805,4.135910193125407,0.49160737
sean o fearghail,1,2021-02-18,0,0.97595417777909,0.0101239657857275,2.4052298069000244,0.19851592
niamh smyth,1,2021-02-18,0,0.0602322330416797,0.252823636005341,1.3922728203675323,0.3703658
catherine connolly,0,2021-02-17,0,0.0194239296103813,0.838226526168051,1.6123077169060709,0.29103965
sean o fearghail,1,2021-02-16,0,0.742882437710219,0.074563231442818,2.9069972146641123,0.251708
jennifer murnane o'connor,1,2021-02-16,0,0.140579479975469,0.419709573592694,1.81855248641677,0.57399845
alice-mary higgins,0,2021-02-15,0,0.217879168476654,0.682696948109256,2.764485159202626,0.34666854
sean o fearghail,1,2021-02-11,0,0.958940925395808,0.0131701457341109,2.343532681465149,0.19971879
catherine connolly,0,2021-02-10,0,0.0492213511418822,0.224479798946598,0.92864414198058,0.3143747
catherine connolly,0,2021-02-04,0,0.378006183063959,0.489596021503522,2.183872096917846,0.40049276
catherine connolly,0,2021-02-04,1,0.960164097771003,0.0222137487111985,2.479268789291382,0.2147323
thomas pringle,0,2021-02-03,0,0.194248919011356,0.720482314315823,1.583879223962625,0.2352196
catherine connolly,0,2021-02-03,0,0.170624199153295,0.776225139627297,1.893601471401123,0.27695763
frances black,0,2021-02-01,0,0.341238114784143,0.317360867243535,0.7775593826340305,0.47260922
lynn ruane,0,2021-02-01,0,0.126041680698878,0.26359907634639,0.4288822211325168,0.30078036
sean o fearghail,1,2021-01-29,0,0.293794243120468,0.579922810119069,2.709245048463345,0.36700106
micheal martin,1,2021-01-27,0,0.368528211371284,0.406545241198262,1.97899386882782,0.335505
lisa chambers,1,2021-01-26,0,0.198249173607293,0.617520750414901,1.9006644513818525,0.5285774
catherine ardagh,1,2021-01-26,0,0.202250805832596,0.697601075228168,1.930983368307352,0.46946448
alice-mary higgins,0,2021-01-26,0,0.105791814732855,0.567749496394737,1.7443003318357198,0.38197762
gerard p. craughwell,0,2021-01-26,0,0.0775836947758084,0.864967098833035,1.2905270351005382,0.6342665
fiona o'loughlin,1,2021-01-26,0,0.149235882826669,0.697918514400637,1.6500434986380643,0.57522666
victor boyhan,0,2021-01-26,0,0.674546127560406,0.119261371129987,3.0960936546325684,0.34337717
aodhan o riordain,0,2021-01-21,0,0.131704495463527,0.838429152257117,0.5962772235274315,0.4271829
aodhan o riordain,0,2021-01-20,0,0.238342799511235,0.724011088470032,1.750524460338056,0.35196972
thomas pringle,0,2021-01-20,0,0.217347783353634,0.551149871349328,1.1444948226213456,0.23874098
mary butler,1,2021-01-20,0,0.115225776411787,0.735547716489667,1.7310462515605125,0.53585994
robert troy,1,2021-01-20,0,0.232791991316621,0.60824152741144,1.7886494210133186,0.5049705
jennifer murnane o'connor,1,2021-01-20,0,0.158260317627451,0.481711512684994,1.8245124346331547,0.5189411
jim o'callaghan,1,2021-01-20,0,0.0465349677059403,0.284460562087157,1.3853173500725202,0.4341569
catherine connolly,0,2021-01-20,0,0.0118946108084144,0.81476005744489,1.8221893109753728,0.49476296
anne rabbitte,1,2021-01-20,0,0.247913249509698,0.482632091704219,1.7762332912298695,0.6130265
fiona o'loughlin,1,2021-01-19,0,0.470546436192828,0.40625379224624,2.5256978700558346,0.3662246
victor boyhan,0,2021-01-19,0,0.357965598976509,0.57559638134505,3.055938138381431,0.39652002
frances black,0,2021-01-19,0,0.215696745958716,0.463783331013522,2.5314960587355824,0.4002204
ivana bacik,0,2021-01-19,0,0.649728036853948,0.200104488921655,4.573371670462868,0.26428854
victor boyhan,0,2021-01-19,1,0.377039829068965,0.537531346250992,2.3290513573145426,0.67959785
ivana bacik,0,2021-01-19,1,0.090351008183936,0.679333484784876,1.3896700565316034,0.56341577
lynn ruane,0,2021-01-19,0,0.0603449985720158,0.726400480795281,1.1875882243186655,0.53962475
ronan mullen,0,2021-01-19,0,0.117523338542085,0.775334039007689,1.955147082487551,0.55757034
micheal martin,1,2021-01-13,0,0.114123923731823,0.60858366581116,1.867803794755177,0.4578417
thomas pringle,0,2021-01-13,0,0.0545443579500147,0.312898448376882,0.3547416403889656,0.27043834
micheal martin,1,2021-01-13,1,0.221777476626652,0.610085586539576,1.4372224260089743,0.5501579
sean canney,0,2021-01-13,0,0.367042976611807,0.410203583755429,2.5776267204256285,0.43693563
mattie mcgrath,0,2021-01-13,0,0.187001609014754,0.715113602908698,1.9050026226323096,0.52484775
danny healy-rae,0,2021-01-13,0,0.0753960170705174,0.847451195667363,1.0781043512017832,0.5684617
catherine connolly,0,2021-01-13,0,0.0214608900343418,0.875839071471926,1.5346217565238476,0.58009034
sean o fearghail,1,2021-01-13,0,0.430017260880191,0.136191013955321,3.415119012196859,0.37332785
robert troy,0,2014-12-09,0,0.560899018232017,0.332757017320236,2.894850514829159,0.29656914
robert troy,0,2014-12-09,1,0.54143543634944,0.306849944394032,1.9836236875165592,0.4253721
robert troy,0,2014-12-09,2,0.678897901677772,0.22350219556813,2.7151330212752023,0.24051477
maureen o'sullivan,0,2014-11-18,0,0.400373838461513,0.44985088430593,1.9377580881118777,0.23573759
robert troy,0,2014-11-13,0,0.348042648793952,0.527175427788994,1.2250890936170304,0.28475142
robert troy,0,2014-11-11,0,0.519299020786274,0.266662758613455,1.84351230909427,0.2927374
joan burton,1,2014-11-06,0,0.336757399580916,0.430892445895878,2.478511667251587,0.2996048
joan burton,1,2014-11-06,1,0.753220879644553,0.15900530121944,2.9509400129318237,0.07414485
joan burton,1,2014-10-09,0,0.525652317338583,0.301234538787478,2.928473562002182,0.23353267
joan burton,1,2014-09-25,0,0.305562453486543,0.423615061703439,2.6807777166366575,0.4640906
robert troy,0,2014-09-24,0,0.458207271257036,0.194234410899757,2.3800197773509555,0.2844016
joan burton,1,2014-09-18,0,0.559037113957555,0.330013975655938,3.036466950955598,0.36192942
robert troy,0,2014-07-17,0,0.642593352590526,0.219182284824134,2.12977026366606,0.2555282
ivana bacik,1,2014-07-17,0,0.623442355282172,0.310286277226968,3.206769960976782,0.2726311
joan burton,1,2014-07-17,0,0.62199797016264,0.172644382278613,3.043928393295833,0.4138627
joan burton,1,2014-07-17,1,0.98499026791361,0.0082296577795194,2.257816778288947,0.24632907
robert troy,0,2014-07-17,1,0.469582485007781,0.380652311939561,1.9341799486107352,0.43902555
maureen o'sullivan,0,2014-07-17,0,0.288193527220635,0.602388893535379,2.1839117955635574,0.4528836
robert troy,0,2014-07-01,0,0.538792958944531,0.0662365987095567,2.7288731733957925,0.21194258
robert troy,0,2014-07-01,1,0.574369637925368,0.283852628229167,2.7849768176674843,0.21386907
robert troy,0,2014-07-01,2,0.314644779965663,0.484015030532432,1.395629171282053,0.2902949
maureen o'sullivan,0,2014-07-01,0,0.393830386129266,0.364978524197237,1.925031304359436,0.2750399
maureen o'sullivan,0,2014-07-01,1,0.20645294432413,0.592546971719557,1.7553259059786797,0.43347254
maureen o'sullivan,0,2014-07-01,2,0.275928857631083,0.524175875197907,2.4332984685897827,0.33818176
robert troy,0,2014-07-01,3,0.208388990809028,0.503032756825513,3.2070092856884003,0.2022242
robert troy,0,2014-07-01,4,0.161254660913959,0.545765705221231,1.3262441953023274,0.353962
micheal martin,0,2014-07-01,0,0.275603504781767,0.662945049661218,1.6013059817692812,0.22026233
robert troy,0,2014-06-26,0,0.276985872067089,0.517038653564934,2.016265030503273,0.44964403
robert troy,0,2014-06-26,1,0.332285584917214,0.288752185948293,2.604141128063202,0.25444275
ivana bacik,1,2014-06-24,0,0.256259135820264,0.589406050679922,1.9312261781570583,0.38077748
ronan mullen,0,2014-06-24,0,0.241383973351415,0.643497086857351,2.400510089099407,0.3923074
aodhan o riordain,1,2014-06-19,0,0.155502394995526,0.793558845521322,1.7176863293756135,0.3912823
ivana bacik,1,2014-06-19,0,0.233006131839145,0.638107848107114,2.3627354601441426,0.42572212
micheal martin,0,2014-06-18,0,0.518920587638401,0.171459595010371,1.901714245478312,0.153815
joan burton,1,2014-06-18,0,0.243248158591624,0.552248032251959,1.7093835771083832,0.41217265
ivana bacik,1,2014-06-18,0,0.405397073939618,0.395420556313942,3.662605117349063,0.3745196
ivana bacik,1,2014-06-18,1,0.283765736940011,0.606307537685703,2.912086908060771,0.3778012
ivana bacik,1,2014-06-11,0,0.379323282089886,0.491847782467916,2.7717053095499673,0.29828352
finian mcgrath,0,2014-06-11,0,0.0904757755769476,0.84580530025702,1.4908015508400767,0.45323765
micheal martin,0,2014-06-10,0,0.283017924542943,0.596560250662749,1.2306761137313311,0.46267658
micheal martin,0,2014-06-10,1,0.753920978257054,0.0805832038209375,3.019271890322367,0.27852768
robert troy,0,2014-06-10,0,0.380390567427284,0.501947202340663,1.8761658868579951,0.5259254
maureen o'sullivan,0,2014-06-10,0,0.188885954926059,0.729818620434951,1.230084245594648,0.50249815
thomas pringle,0,2014-06-10,0,0.159324330348203,0.751552340208444,1.164074622290699,0.47461885
ivana bacik,1,2014-06-10,0,0.310998495741841,0.370828423694559,2.5171277725270818,0.4149589
ronan mullen,0,2014-06-10,0,0.531265454405202,0.376465446361456,1.730242198738067,0.25731248
katherine zappone,0,2014-06-10,0,0.303402206074747,0.647413325287785,2.8013064890452055,0.3181865
ivana bacik,1,2014-06-05,0,0.673528670585131,0.265957908336665,3.835199515024821,0.20206618
ivana bacik,1,2014-06-04,0,0.361379432655728,0.603557282312382,1.7308967066438574,0.35608768
alice-mary higgins,0,2022-12-14,0,0.604040619857269,0.333714404015876,1.2550022552410762,0.33153173
anne rabbitte,1,2022-12-14,0,0.87030298058297,0.0217963900912489,2.644315825568305,0.2684657
catherine connolly,0,2022-10-27,0,0.103472475560547,0.799844000343357,1.9075306795787104,0.6026292
sean canney,0,2022-10-19,0,0.318456887394632,0.604249792689311,2.681861643989881,0.5001478
catherine connolly,0,2022-10-19,0,0.0913637958050822,0.822193014754297,1.8669871708681416,0.4746155
anne rabbitte,1,2022-10-19,0,0.775196964088352,0.15767886546628,3.239602046387811,0.3114987
catherine connolly,0,2022-10-13,0,0.196753242950221,0.712096736616563,1.537279689418418,0.31817093
frances black,0,2022-10-07,0,0.175944726440818,0.799408356499344,2.4363352527221043,0.3808723
jennifer murnane o'connor,1,2022-10-04,0,0.339114878942539,0.595562890349504,2.6975972791833263,0.35452014
fiona o'loughlin,1,2022-09-21,0,0.857617724511142,0.0897400951762894,2.6733516365613625,0.42560053
victor boyhan,0,2022-09-21,0,0.861062325099967,0.124487239022091,3.018500838856228,0.575216
lynn ruane,0,2022-09-21,0,0.673577014643267,0.302393162693599,1.8969515344748895,0.3442307
jennifer murnane o'connor,1,2022-09-20,0,0.317825230223454,0.657235995196312,2.8409352204011333,0.47099775
micheal martin,1,2022-09-14,0,0.557291022287741,0.314892050708046,3.4699503400109033,0.33036318
micheal martin,1,2022-07-12,0,0.686876315309852,0.0439809253885252,3.302988746336528,0.3330495
ivana bacik,0,2022-07-12,0,0.313347123662383,0.442644615596272,2.48659747838974,0.300649
micheal martin,1,2022-07-12,1,0.780735468852817,0.159619769268933,3.0218379954176564,0.24803206
thomas pringle,0,2022-07-12,0,0.19709212683019,0.756232161883069,0.8063249550759792,0.18424012
sean canney,0,2022-07-12,0,0.300083984847536,0.668277400697812,1.7187071602431037,0.36296436
